title	url	points	by	hnId	dot
Rust running on every GPU	https://rust-gpu.github.io/blog/2025/07/25/rust-on-every-gpu/	474	littlestymaar	44692876	digraph rust_gpu_chimera{rankdir=TB;node[shape=box, style="rounded,filled", fillcolor="#f0f0f0", fontname="Helvetica"];edge[fontname="Helvetica", fontsize=10];"Rust Codebase"[shape=ellipse, fillcolor="#ffcccc"]; subgraph cluster_compilers{label="Rust GPU Compilers";bgcolor="#e6f3ff";"rustc_codegen_spirv"[label="rustc_codegen_spirv\n(SPIR-V)"];"rustc_codegen_nvvm"[label="rustc_codegen_nvvm\n(CUDA)"];"Naga"[label="Naga\n(Translation Layer)"];} subgraph cluster_platforms{label="GPU Platforms";bgcolor="#e6ffe6";"Vulkan"[fillcolor="#cce6ff"];"CUDA"[fillcolor="#ffd6cc"];"Metal"[fillcolor="#ffccff"];"DirectX 12"[fillcolor="#ffffcc"];"WebGPU"[fillcolor="#ccffff"];"CPU Fallback"[fillcolor="#e6ccff"];} "Rust Codebase"->{"rustc_codegen_spirv", "rustc_codegen_nvvm"} "rustc_codegen_spirv"->"SPIR-V" "SPIR-V"->"Naga"[label="translates to"]"Naga"->{"Vulkan", "Metal", "DirectX 12", "WebGPU"} "rustc_codegen_nvvm"->"PTX"->"CUDA"  "Rust Codebase"->"CPU Fallback"[label="direct compilation"] subgraph cluster_features{label="Feature Flags";bgcolor="#ffe6e6";"wgpu"[shape=note];"vulkan"[shape=note];"ash"[shape=note];"cuda"[shape=note];} "wgpu"->{"Vulkan", "Metal", "DirectX 12", "WebGPU"}"vulkan"->"Vulkan" "ash"->"Vulkan" "cuda"->"CUDA"  subgraph cluster_benefits{label="Key Benefits";bgcolor="#ffffe6";"Single Codebase"[shape=note];"Rust Features"[shape=note];"Cross-Platform"[shape=note];} "Single Codebase"->"Rust Codebase"[style=dotted]"Rust Features"->"Rust Codebase"[style=dotted]"Cross-Platform"->{"Vulkan", "CUDA", "Metal", "DirectX 12", "WebGPU", "CPU Fallback"}[style=dotted] subgraph cluster_legend{label="Legend";bgcolor="#f0f0f0";"Source"[shape=ellipse];"Compiler"[shape=box];"Platform"[shape=box];"Feature"[shape=note];"Benefit"[shape=note];}}
CCTV footage captures video of an earthquake fault in motion	https://www.smithsonianmag.com/smart-news/cctv-footage-captures-the-first-ever-video-of-an-earthquake-fault-in-motion-shining-a-rare-light-on-seismic-dynamics-180987034/	407	chrononaut	44690911	digraph undefined_content{rankdir=TB margin=0.2 ratio=auto nodesep=0.5 ranksep=0.8  bgcolor="transparent" node[fontname="Helvetica", fontsize=12]edge[arrowsize=0.8] label="🌐 Multilingual Data Visualization\n📱 Mobile-Optimized Concept Map";fontsize=16;labelloc=t  undefined[shape=octagon, style=filled, fillcolor="#FFD700",  color="#FFA500", penwidth=2, label=<<table border="0" cellborder="0">               <tr><td>❓</td></tr>               <tr><td><b>Undefined Concept</b></td></tr>               <tr><td>未定义内容</td></tr>               <tr><td>محتوى غير محدد</td></tr>             </table>>]; exploration[shape=ellipse, style=filled, fillcolor="#E6E6FA",  label=<<table border="0" cellborder="0">                 <tr><td>🔍 Exploration Paths</td></tr>                 <tr><td>探索方向</td></tr>               </table>>]; data[shape=box3d, style=filled, fillcolor="#AFEEEE",  label=<<table border="0" cellborder="0">          <tr><td>📊 Data Sources</td></tr>          <tr><td>Données</td></tr>        </table>>]; visualization[shape=box3d, style=filled, fillcolor="#98FB98", label=<<table border="0" cellborder="0">                   <tr><td>📈 Visualization Types</td></tr>                   <tr><td>可视化方法</td></tr>                 </table>>]; languages[shape=box3d, style=filled, fillcolor="#FFB6C1", label=<<table border="0" cellborder="0">               <tr><td>🗣️ Multilingual Support</td></tr>               <tr><td>多语言支持</td></tr>             </table>>]; undefined->exploration[color="#888888", style=dashed]exploration->{data visualization languages}[arrowhead=vee] footer[shape=plain, margin=0, label=<<table border="0" cellborder="0">           <tr><td>📱 Optimized for mobile viewing</td></tr>           <tr><td>🔄 Adapts to any undefined content</td></tr>           </table>>]}
How We Rooted Copilot	https://research.eye.security/how-we-rooted-copilot/	233	uponasmile	44695098	digraph Copilot_Sandbox{node[shape=box, style=filled];Copilot[label="Copilot Enterprise"];Jupyter_Notebook[label="Jupyter Notebook"];Ubuntu_User[label="Ubuntu User"];Root_User[label="Root User"];Goclientapp[label="Goclientapp"];Httpproxy[label="Httpproxy"];Entrypoint_Sh[label="Entry Point Script"];KeepAliveJupyterSvc[label="Keep Alive Jupyter Service"];Copilot->Jupyter_Notebook[label="Executes Code"];Jupyter_Notebook->Ubuntu_User[label="Runs as"];Ubuntu_User->Goclientapp[label="Executes"];Goclientapp->Httpproxy[label="Communicates with"];Entrypoint_Sh->KeepAliveJupyterSvc[label="Starts"];KeepAliveJupyterSvc->Jupyter_Notebook[label="Manages"];Root_User->Entrypoint_Sh[label="Executes as Root"];Vulnerability[label="Path Traversal Vulnerability"];Vulnerability->Entrypoint_Sh[label="Exploits"];Entrypoint_Sh->Root_User[label="Gains Root Access"];subgraph cluster_container{label="Container";Jupyter_Notebook;Ubuntu_User;Goclientapp;Httpproxy;Entrypoint_Sh;KeepAliveJupyterSvc;}subgraph cluster_vulnerability{label="Vulnerability";Vulnerability;Entrypoint_Sh;Root_User;}}
Test Results for AMD Zen 5	https://www.agner.org/forum/viewtopic.php?t=287&start=10	191	matt_d	44696167	digraph zen5_performance{graph[rankdir=TB, bgcolor="#fafafa", fontname="Helvetica", fontsize=12, pad=0.5];node[shape=box, style="rounded,filled", fontname="Helvetica", fontsize=10, color="#333333", fillcolor="#e6f3ff", penwidth=1.5];edge[color="#666666", arrowsize=0.7]; zen5[shape=plaintext, fontsize=18, fontcolor="#0066cc", label="AMD Zen 5 Performance Breakthroughs", margin=0.1]; subgraph cluster_features{label="Key Improvements";fontname="Helvetica-Bold";fontsize=12;color="#dddddd";style=filled;fillcolor="#f5f5f5"; fetch[label="Instruction Fetch\n↑ 16→32 bytes/cycle"];throughput[label="Throughput\n↑ 6-8 instrs/cycle"];units[label="Execution Units\n6 ALU, 4 AGU, 3 Branch\n4 Vector ALU, 2 Vector R/W"];vector[label="Vector Operations\n2 add + 2 mul + 2 R/W\nper cycle (512-bit)"];branch[label="Branch Prediction\n2 taken or 3 not-taken\nper cycle"];memory[label="Memory Ops\n4 int reads or\n2+2 R/W per cycle"];} bottleneck[shape=note, fillcolor="#fff3cd", label="Previous Bottleneck:\n• 16-byte fetch limited pipeline\n• Dependency chains\n• Memory access delays"]; subgraph cluster_optimize{label="Programming Considerations";fontname="Helvetica-Bold";fontsize=12;color="#dddddd";style=filled;fillcolor="#f5f5f5"; dep_chains[label="Avoid long\ndependency chains"];mem_opt[label="Optimize\nmemory access"];vec_align[label="512-bit writes as\n2×256-bit"];} impact[shape=oval, style="filled,dashed", fillcolor="#e1f5e8", label="Best for:\nCompute-intensive workloads\nLess benefit for:\nMemory/disk-bound apps"]; zen5->{fetch, throughput, units, branch};bottleneck->{fetch, throughput};throughput->dep_chains;units->vec_align;{fetch, units, memory}->mem_opt;{throughput, units, branch}->impact; footer[shape=plaintext, fontsize=9, label="Details in microarchitecture manual\nhttps://www.agner.org/optimize/", margin=0.05];impact->footer[style=invis];}
Simon Tatham's Portable Puzzle Collection	https://www.chiark.greenend.org.uk/~sgtatham/puzzles/	179	sogen	44691935	digraph PuzzleCollection{graph[bgcolor="#f8f8f8", fontname="Helvetica", rankdir="TB"];node[shape=box, style="rounded,filled", fillcolor="#e8e8e8", fontname="Helvetica"];edge[color="#666666"];"Puzzle Collection"[shape=oval, fillcolor="#d5e8d4"]; "Portable Games"[fillcolor="#dae8fc"];"Quick Breaks"[fillcolor="#dae8fc"];"Multi-Platform"[fillcolor="#dae8fc"]; "Windows"[fillcolor="#f5f5f5"];"Unix (GTK)"[fillcolor="#f5f5f5"];"Web (JS/WASM)"[fillcolor="#f5f5f5"];"Java (Legacy)"[fillcolor="#f5f5f5", fontcolor="#999999"];"Mobile Ports"[fillcolor="#f5f5f5"]; "Black Box\nFind hidden balls with lasers"[fillcolor="#fff2cc"];"Bridges\nConnect islands with bridges"[fillcolor="#fff2cc"];"Cube\nRoll cube to collect squares"[fillcolor="#fff2cc"];"Dominosa\nTile with dominoes"[fillcolor="#fff2cc"];"35+ Other Puzzles"[shape=note, fillcolor="#ffffff"]; "MIT License"[shape=note, fillcolor="#ffffff"];"Source Code"[fillcolor="#e1d5e7"];"Git Repository"[fillcolor="#e1d5e7"]; "Puzzle Collection"->{"Portable Games", "Quick Breaks", "Multi-Platform"};"Multi-Platform"->{"Windows", "Unix (GTK)", "Web (JS/WASM)", "Java (Legacy)", "Mobile Ports"};"Portable Games"->{"Black Box\nFind hidden balls with lasers", "Bridges\nConnect islands with bridges", "Cube\nRoll cube to collect squares", "Dominosa\nTile with dominoes", "35+ Other Puzzles"};"Puzzle Collection"->{"MIT License", "Source Code"};"Source Code"->"Git Repository"; "MacOS Discontinued\n(Old machine died)"[shape=note, fillcolor="#ffcccc"];"Windows"->"MacOS Discontinued\n(Old machine died)"[style=dotted, color=red];"Java (Legacy)"->"Mostly Obsolete"[style=dotted, color="#999999"];{rank=same;"Portable Games";"Quick Breaks";"Multi-Platform"}{rank=same;"Windows";"Unix (GTK)";"Web (JS/WASM)"}{rank=same;"Black Box\nFind hidden balls with lasers";"Bridges\nConnect islands with bridges"}}
Ageing accelerates around age 50 ― some organs faster than others	https://www.nature.com/articles/d41586-025-02333-z	178	rntn	44695190	digraph AgeingAcceleration{graph[bgcolor="#f5f5f5", fontname="Helvetica", label="Ageing Acceleration Around 50", labelloc="t", fontsize=16];node[style="filled", fillcolor="#e8f4f8", shape="box", fontname="Helvetica"];edge[color="#6c757d", arrowhead="vee"]; "Ageing Inflection Point"[shape="ellipse", fillcolor="#ffcccb", label="Ageing Inflection Point\n(Approx. Age 50)"];"Organ-Specific Rates"[label="Organ-Specific Ageing Rates", fillcolor="#cce5ff"];"Protein Changes"[label="Protein Expression Shifts\n(48 Disease-Associated)", fillcolor="#d5f5e3"];"Aorta (Fastest)"[shape="hexagon", fillcolor="#ffdd59", label="Aorta\nMost Dramatic Change"];"Adrenal Gland (Early)"[label="Adrenal Gland\nEarly Changes (~Age 30)", fillcolor="#a2d9f3"]; "Study Details"[label="Study: 76 Individuals\n(14-68 years)\n8 Organ Systems", shape="note", fillcolor="#f8d7da"];"Key Finding"[label="Key Finding:\nNon-linear Ageing Pattern", shape="diamond", fillcolor="#e6e6fa"];"Molecule Discovery"[label="Identified Molecules\nAccelerating Ageing", fillcolor="#d4edca"]; "Ageing Inflection Point"->"Organ-Specific Rates"[label="Triggers"];"Ageing Inflection Point"->"Protein Changes"[label="Associated With"];"Organ-Specific Rates"->{"Aorta (Fastest)", "Adrenal Gland (Early)"};"Aorta (Fastest)"->"Molecule Discovery"[label="Produces"];"Study Details"->"Key Finding";"Key Finding"->"Ageing Inflection Point"; subgraph cluster_legend{label="Legend";fontsize=12;node[shape="plaintext", fillcolor="none"];"Critical Point"[label="Critical Point", fillcolor="#ffcccb"];"Fast-Ageing Organ"[label="Fast-Ageing Organ", fillcolor="#ffdd59"];"Research Component"[label="Research Component", fillcolor="#f8d7da"];edge[style="invis"];}}
Bringing a decade old bicycle navigator back to life with open source software	https://raymii.org/s/blog/Bringing_a_Decade_Old_Bicycle_Navigator_Back_to_Life_with_Open_Source_Software_and_DOOM.html	153	mtlynch	44693129	digraph Navman_Bike_1000{node[shape=box, style=filled];Navman_Bike_1000[label="Navman Bike 1000"];Mio_Cyclo_200[label="Mio Cyclo 200"];Windows_CE[label="Windows CE 6.0"];Total_Commander[label="Total Commander"];NaVeGIS[label="NAVeGIS"];OpenStreetMap[label="OpenStreetMap"];OpenFietsMap[label="OpenFietsMap"];Planned_Obsolescence[label="Planned Obsolescence"];Reverse_Engineering[label="Reverse Engineering"];Navman_Bike_1000->Mio_Cyclo_200[label="Rebadged as"];Navman_Bike_1000->Windows_CE[label="Runs on"];Navman_Bike_1000->Planned_Obsolescence[label="Affected by"];Total_Commander->Navman_Bike_1000[label="Installed on"];NaVeGIS->Navman_Bike_1000[label="Installed on"];OpenStreetMap->NaVeGIS[label="Used by"];OpenFietsMap->NaVeGIS[label="Used by"];Reverse_Engineering->Navman_Bike_1000[label="Used to bypass"];}
Users claim Discord's age verification can be tricked with video game characters	https://www.thepinknews.com/2025/07/25/discord-video-game-characters-age-verification-checks-uk-online-safety-act/	142	mediumdeviation	44691312	digraph Discord_Age_Verification{node[shape=box, style=filled, color=lightblue];Discord[label="Discord"];Age_Verification[label="Age Verification"];Video_Game_Characters[label="Video Game Characters"];UK_Online_Safety_Act[label="UK Online Safety Act"];Discord->Age_Verification[label="Implements"];Age_Verification->Video_Game_Characters[label="Bypassed by"];UK_Online_Safety_Act->Discord[label="Regulates"];Video_Game_Characters->Age_Verification[label="Exploits weakness in"];}
Earth Has Tilted 31.5 Inches. That Shouldn't Happen	https://www.popularmechanics.com/science/environment/a65515974/why-earth-has-tilted-science/	125	dataflow	44695205	digraph Earth_Tilt{node[shape=box, style=filled, color=lightblue];Groundwater_Pumping[label="Groundwater Pumping"];Earth_Tilt[label="Earth Tilt (31.5 inches)"];Sea_Level_Rise[label="Sea Level Rise (.24 inches)"];Climate_Change[label="Climate Change"];Water_Redistribution[label="Water Redistribution"];Rotational_Pole[label="Rotational Pole Drift"];Groundwater_Pumping->Earth_Tilt;Groundwater_Pumping->Sea_Level_Rise;Groundwater_Pumping->Climate_Change;Water_Redistribution->Rotational_Pole;Rotational_Pole->Earth_Tilt;label="The main idea of the content: Earth's tilt due to groundwater pumping";}
The natural diamond industry is getting rocked. Thank the lab-grown variety	https://www.cbc.ca/news/business/lab-grown-diamonds-1.7592336	117	geox	44693570	digraph DiamondIndustry{node[shape=box, style=filled, fontname=Helvetica];rankdir=LR;MinedDiamonds[label="Mined Diamonds", fillcolor="#87CEEB"];LabGrownDiamonds[label="Lab-Grown Diamonds", fillcolor="#87CEEB"];DiamondMarket[label="Diamond Market", fillcolor="#6495ED"];ConsumerPreferences[label="Consumer Preferences", fillcolor="#6495ED"];Ethics[label="Ethics", fillcolor="#DCDCDC"];Cost[label="Cost", fillcolor="#DCDCDC"];Technology[label="Technology", fillcolor="#DCDCDC"];Millennials[label="Millennials", fillcolor="#DCDCDC"];NorthernMiningIndustry[label="Northern Mining Industry", fillcolor="#FFC080"];MinedDiamonds->DiamondMarket[label="100% market share (pre-2018)"];LabGrownDiamonds->DiamondMarket[label="Growing popularity"];DiamondMarket->ConsumerPreferences[label="Shifting preferences"];ConsumerPreferences->LabGrownDiamonds[label="Increasing demand"];Ethics->ConsumerPreferences[label="Concerns about 'blood diamonds'"];Cost->ConsumerPreferences[label="Attractive pricing"];Technology->LabGrownDiamonds[label="Improving manufacturing processes"];Millennials->ConsumerPreferences[label="Changing values and priorities"];NorthernMiningIndustry->MinedDiamonds[label="Dependence on diamond mining"];LabGrownDiamonds->NorthernMiningIndustry[label="Impact on mining industry"];}
