title	url	points	by	hnId	dot
The “Build Your Own Database” book is finished	https://build-your-own.org/blog/20230420_byodb_done/	469	tim_sw	35666598	digraph{"Why Database?"->"Foundation of modern computing" "Why Database?"->"Important for software engineering education" "Why Database?"->"Many coders lack formal education"->"Databases seen as black boxes"->"Start 'Build Your Own X' book series" "Why Database?"->"Important topics"->"Persistence" "Why Database?"->"Important topics"->"Indexing" "Why Database?"->"Important topics"->"Concurrency" "Book"->"Part I (KV store)"->"Can be standalone"->"Freely available online" "Book"->"Part II (Mini database & query language)" "Book"->"Available as paperback or ebook"}
Show HN: I made a SQL game to help people learn / challenge their skills	https://lost-at-sql.therobinlord.com/	406	robinLord	35665142	digraph SQLGame{rankdir=TB;node[shape=box];Game[label="SQL Learning Game" shape=ellipse];Cookies[label="Uses Cookies for Analytics" shape=box];Skills[label="Basic SQL Skills" shape=box];SQL[label="SQL: Structured Query Language" shape=box];Tools[label="SQL Tools Process Large Data" shape=box];Industries[label="Transferrable Skill Across Industries" shape=box];Value[label="Value of Learning SQL" shape=box];MachineLearning[label="Machine Learning Data Preparation" shape=box];Investigation[label="SQL Work is Like an Investigation" shape=box];GameTypes[label="Game Types" shape=box];Learning[label="Learning Game" shape=box];ExpertChallenges[label="Expert Challenges" shape=box];Tutorial[label="Tutorial for Interface" shape=box];Game->Cookies;Game->Skills;Skills->SQL;Skills->Tools;Tools->Industries;Industries->Value;Value->MachineLearning;Value->Investigation;Game->GameTypes;GameTypes->Learning;GameTypes->ExpertChallenges;Game->Tutorial;}
Sundar Pichai received $226M compensation, boosted by a triennial stock grant	https://www.bloomberg.com/news/articles/2023-04-21/alphabet-ceo-s-pay-soars-to-226-million-on-massive-stock-award	394	sine_break	35664972	digraph G{rankdir=LR;node[shape=box];A[label="Sundar Pichai (CEO of Alphabet Inc.)"];B[label="Total Compensation: $226 million (2022)"];C[label="Stock Award: $218 million"];D[label="Salary: $2 million (steady for 3 years)"];E[label="2021 Compensation: $6.3 million (no stock grant)"];F[label="Context: Facing competition from AI technology"];A->B;B->C;B->D;B->E;A->F;}
Parrots learn to make video calls to chat with other parrots: study	https://news.northeastern.edu/2023/04/21/parrots-talking-video-calls/	379	tosh	35664219	digraph ParrotVideoCalls{node[shape=box, style=filled, fillcolor=lightblue]; Researchers[label="Researchers at Northeastern University\nMIT and University of Glasgow"];Parrots[label="Parrots (various species)"];VideoCalls[label="Video Calls\n(Using tablets/smartphones)"];Communication[label="Improved Communication\n(Approximate wild behavior)"];Friendships[label="Development of Friendships"];PositiveExperiences[label="Positive Experiences\n(For both parrots and caregivers)"];SocialDynamics[label="Emergence of Social Dynamics"]; Researchers->Parrots[label="Teach"];Parrots->VideoCalls[label="Learn to make"];VideoCalls->Communication[label="Facilitate"];VideoCalls->Friendships[label="Lead to"];VideoCalls->PositiveExperiences[label="Result in"];Parrots->SocialDynamics[label="Engage in"]; Friendships->PositiveExperiences;Communication->PositiveExperiences;}
There is no A.I.	https://www.newyorker.com/science/annals-of-artificial-intelligence/there-is-no-ai	320	cocacola1	35661945	digraph AI_Article{node[shape=rectangle, style=filled, color=lightblue];"Article Title"[label="There Is No A.I."];"Author"[label="By Jaron Lanier"];"Misleading Term"[label="A.I. is Misleading"];"Cultural Mythology"[label="Tech Culture Mythology"];"Doomsday Concerns"[label="A.I. Doomsday Concerns"];"A.I. as Tool"[label="A.I. as a Tool"];"Social Collaboration"[label="A.I. as Social Collaboration"];"Data Dignity"[label="Data Dignity"];"Economic Impact"[label="Economic Impact"];"Transparency"[label="Need for Transparency"];"Human Context"[label="Human Context and Provenance"]; "Article Title"->"Misleading Term";"Article Title"->"Cultural Mythology";"Article Title"->"Doomsday Concerns";"Article Title"->"A.I. as Tool";"A.I. as Tool"->"Social Collaboration";"A.I. as Tool"->"Data Dignity";"A.I. as Tool"->"Economic Impact";"Social Collaboration"->"Transparency";"Social Collaboration"->"Human Context"; node[shape=ellipse, style=filled, color=lightgreen];"Control Tech"[label="Control New Tech"];"Understand A.I."[label="Understand A.I. Correctly"];"Prevent Mismanagement"[label="Prevent Mismanagement"]; "Misleading Term"->"Control Tech";"Control Tech"->"Understand A.I.";"Understand A.I."->"Prevent Mismanagement"; node[shape=diamond, style=filled, color=lightcoral];"Cultural Influences"[label="Movies & Characters"];"Religious Mythology"[label="Religious Mythology"]; "Cultural Mythology"->"Cultural Influences";"Cultural Mythology"->"Religious Mythology"; node[shape=parallelogram, style=filled, color=lightyellow];"End of Human Agency"[label="End of Human Agency"];"Mislabeling A.I."[label="Mislabeling A.I."]; "Doomsday Concerns"->"End of Human Agency";"Doomsday Concerns"->"Mislabeling A.I."; node[shape=hexagon, style=filled, color=lightpink];"Label Deepfakes"[label="Label Deepfakes"];"Black Box Problem"[label="Black Box Problem"]; "Transparency"->"Label Deepfakes";"Transparency"->"Black Box Problem";}
Housing should be affordable except for when I sell my house for $1M	https://www.mcsweeneys.net/articles/housing-should-be-affordable-except-when-i-sell-my-house-for-a-million-dollars	278	baron816	35668357	digraph{subgraph cluster_0{label="McSweeney's";"Internet Tendency"->"The Store";"The Store"->"Books Division";"The Store"->"Quarterly Concern";"Internet Tendency"->"The Believer";"Internet Tendency"->"Donate";}"ILLUSTORIA MAGAZINE"->"Suggested Reads";"Suggested Reads"->"April 11, 2011 Equivocating Economist Gives Forecast";"Suggested Reads"->"May 21, 2009 The FICO Soliloquy";"Suggested Reads"->"May 19, 2023 So You Need Grad Student Housing";"Suggested Reads"->"March 25, 2009 Your Money… Your Job… Your Life, With Alison Rosen";"ILLUSTORIA MAGAZINE"->"Trending 🔥";"Trending 🔥"->"December 3, 2024 A Faculty Member’s Self - Evaluation at the End of the Semester";"Trending 🔥"->"December 4, 2024 Your 2024 Therapy Wrapped";"Trending 🔥"->"December 6, 2024 We Need to Save the Men";"Trending 🔥"->"December 4, 2024 Updated Movie Ratings";"ILLUSTORIA MAGAZINE"->"Recently";"Recently"->"December 13, 2024 Quaint Hometown Christmas Festivals Are Costing Me All My Best Employees";"Recently"->"December 13, 2024 Excerpts from _The Believer_: Ancient to the Future";"Recently"->"December 13, 2024 We Will Build a Big Arch for Your City";"Recently"->"December 12, 2024 Here at _Time_ Magazine, We’ve Decided This Is Another One of Those Years We Pick a Person Who Fucking Sucks";}
Prompt engineering vs. blind prompting	https://mitchellh.com/writing/prompt-engineering-vs-blind-prompting	248	Anon84	35668387	digraph{"Prompt Engineering"->"Blind Prompting";"Prompt Engineering"->"Skepticism";"Prompt Engineering"->"Real Skill";"Prompt Engineering"->"Text Output Bias";"Prompt Engineering"->"Engineering Process";"Engineering Process"->"What is Prompting";"Engineering Process"->"The Problem";"Engineering Process"->"The Demonstration Set";"Engineering Process"->"Prompt Candidates";"Engineering Process"->"Prompt Testing";"Engineering Process"->"Choosing a Prompt";"Engineering Process"->"Trust But Verify";"Engineering Process"->"Continuous Improvement";"Engineering Process"->"And Onwards";"Skepticism"->"Is it Engineering";"Skepticism"->"Hype-chasers";"Real Skill"->"Experimental Methodologies";"Real Skill"->"Real Example";"Text Output Bias"->"Primary Use Case";"Text Output Bias"->"Testing Techniques";"Text Output Bias"->"Multi - Modal Inputs";"Blind Prompting"->"Trial - and - Error";"Blind Prompting"->"Minimal Testing";"Blind Prompting"->"Surface Level Knowledge";}
Finetuning Large Language Models	https://magazine.sebastianraschka.com/p/finetuning-large-language-models	187	headalgorithm	35666201	digraph{rankdir=TB;node[shape=box];"Positive response to non - monthly article"->"Using LLMs efficiently";"Using LLMs efficiently"->"In - context learning";"Using LLMs efficiently"->"Finetuning";"Using LLMs efficiently"->"Parameter - efficient finetuning";"Using LLMs efficiently"->"Reinforcement Learning with Human Feedback (RLHF)";"In - context learning"->"Hard prompt tuning";"In - context learning"->"Indexing";"Finetuning"->"Feature - based approach";"Finetuning"->"Finetuning I (output layers)";"Finetuning"->"Finetuning II (all layers)";"Parameter - efficient finetuning"->"Prefix tuning";"Parameter - efficient finetuning"->"Adapters";"Parameter - efficient finetuning"->"Low - rank adaptation";"Reinforcement Learning with Human Feedback (RLHF)"->"Reward model";"Reinforcement Learning with Human Feedback (RLHF)"->"Proximal policy optimization";}
Telegram Web Apps for Bots	https://core.telegram.org/bots/webapps	184	soheilpro	35662176	digraph TelegramMiniApps{rankdir=LR;node[shape=box];MiniApps[label="Mini Apps\n(Infinitely Flexible Interfaces)"];Developers[label="Developers\n(JavaScript)"];Telegram[label="Telegram"];WebApps[label="Web Apps\n(Replace Any Website)"];Features[label="Key Features"];SeamlessAuth[label="Seamless Authorization"];IntegratedPayments[label="Integrated Payments"];PushNotifications[label="Push Notifications"];TryBot[label="Try @DurgerKingBot"]; RecentChanges[label="Recent Changes"];BotAPI[label="Bot API Updates"];FullScreenMode[label="Full-Screen Mode"];HomescreenShortcuts[label="Homescreen Shortcuts"];EmojiStatus[label="Emoji Status"];MediaSharing[label="Media Sharing"];Geolocation[label="Geolocation Access"];DeviceMotion[label="Device Motion Tracking"];SubscriptionPlans[label="Subscription Plans"]; Developers->MiniApps;MiniApps->Telegram;MiniApps->WebApps;MiniApps->Features;Features->SeamlessAuth;Features->IntegratedPayments;Features->PushNotifications;MiniApps->TryBot; RecentChanges->BotAPI;BotAPI->FullScreenMode;BotAPI->HomescreenShortcuts;BotAPI->EmojiStatus;BotAPI->MediaSharing;BotAPI->Geolocation;BotAPI->DeviceMotion;BotAPI->SubscriptionPlans;}
Why the brain’s connections to the body are crisscrossed	https://www.quantamagazine.org/why-the-brains-connections-to-the-body-are-crisscrossed-20230419/	183	rolph	35667429	digraph{"Brain Structure"->"Nervous System Cross - Wiring";"Nervous System Cross - Wiring"->"Left Side of Brain Controls Right Body and Vice Versa";"Left Side of Brain Controls Right Body and Vice Versa"->"No Known Reason from Doctor";"No Known Reason from Doctor"->"Neuroscientist Catherine Carr Says No Good Answer";"Neuroscientist Catherine Carr Says No Good Answer"->"Cross - Wiring Ubiquitous in Animal Kingdom";"Cross - Wiring Ubiquitous in Animal Kingdom"->"Evolution Conserves It But Benefit Uncertain";"Evolution Conserves It But Benefit Uncertain"->"Neural Circuits and Somatotopy";"Neural Circuits and Somatotopy"->"Mapping 3D Space onto 2D in Brain";"Mapping 3D Space onto 2D in Brain"->"Cross - Wiring is Topologically Simplest";"Cross - Wiring is Topologically Simplest"->"Midline Concept and Frame of Reference";"Midline Concept and Frame of Reference"->"Problems with Non - Crossed Wiring";"Problems with Non - Crossed Wiring"->"Folding in 3D and Crossed Fibers";"Folding in 3D and Crossed Fibers"->"Geometric Singularities with Non - Crossed Pathways";"Geometric Singularities with Non - Crossed Pathways"->"Complexity of Uncrossed Connections";"Complexity of Uncrossed Connections"->"Most Elegant Solution is Cross - Wiring";"Most Elegant Solution is Cross - Wiring"->"Uncertainty of This as True Reason";}
