title	url	points	by	hnId	dot
Thank HN: My bootstrapped startup got acquired today	https://news.ycombinator.com/item?id=42806247	1110	paraschopra	42806247	digraph HN_VWO_Acquisition{rankdir=LR;node[shape=box];subgraph cluster_hn{label="Hacker News Community";Community[label="Community"];Feedback[label="Feedback"];Support[label="Support"];Wisdom[label="Wisdom"];Inspiration[label="Inspiration"];}VWO[label="VWO\n(A/B Testing Platform)"];ParasChopra[label="Paras Chopra\n(Founder)"];Acquisition[label="Acquisition\n($200mn)"];PrivateEquityFirm[label="Private Equity Firm"];ShowHN[label="Show HN\n(2009)"];Duration[label="15 Years"];VWO->Acquisition[label="Sold for"];ParasChopra->VWO[label="Founder"];Community->VWO[label="Community\nSupport & Feedback"];Acquisition->PrivateEquityFirm[label="by"];Acquisition->Duration[label="After"];VWO->ShowHN[label="Launched on"];Feedback->Community[style=invis];Support->Community[style=invis];Wisdom->Community[style=invis];Inspiration->Community[style=invis];}
Tailwind CSS v4.0	https://tailwindcss.com/blog/tailwindcss-v4	417	georg-stone	42799136	digraph TailwindCSSv4{rankdir=TB;node[shape=box];TailwindCSSv4[label="Tailwind CSS v4.0" shape=ellipse];Performance[label="High-Performance Engine\n- Full builds: 5x faster\n- Incremental builds: 100x faster"];ModernWeb[label="Designed for the Modern Web\n- CSS Features: Cascade layers, Custom properties, color-mix()"];Installation[label="Simplified Installation\n- Fewer dependencies\n- Zero configuration"];VitePlugin[label="First-party Vite Plugin\n- Tight integration for performance"];ContentDetection[label="Automatic Content Detection\n- No configuration needed"];ImportSupport[label="Built-in Import Support\n- No extra tooling required"];CSSFirst[label="CSS-First Configuration\n- Customize in CSS instead of JS"];ThemeVariables[label="CSS Theme Variables\n- Design tokens as CSS variables"];DynamicUtilities[label="Dynamic Utility Values\n- Custom values without configuration"];ColorPalette[label="Modernized P3 Color Palette\n- More vivid colors"];ContainerQueries[label="Container Queries\n- Style based on container size"];TransformUtilities[label="New 3D Transform Utilities"];GradientAPIs[label="Expanded Gradient APIs\n- Radial, conic gradients"];StartingStyle[label="@starting-style Support\n- Transitions without JS"];NotVariant[label="not-* Variant\n- Style when not matching selectors"];NewUtilities[label="Even More Utilities and Variants"];TailwindCSSv4->Performance;TailwindCSSv4->ModernWeb;TailwindCSSv4->Installation;TailwindCSSv4->VitePlugin;TailwindCSSv4->ContentDetection;TailwindCSSv4->ImportSupport;TailwindCSSv4->CSSFirst;TailwindCSSv4->ThemeVariables;TailwindCSSv4->DynamicUtilities;TailwindCSSv4->ColorPalette;TailwindCSSv4->ContainerQueries;TailwindCSSv4->TransformUtilities;TailwindCSSv4->GradientAPIs;TailwindCSSv4->StartingStyle;TailwindCSSv4->NotVariant;TailwindCSSv4->NewUtilities;}
Most Influential Papers in Computer Science History	https://terriblesoftware.org/2025/01/22/the-7-most-influential-papers-in-computer-science-history/	314	jonbaer	42799103	digraph G{rankdir=TB;node[shape=rectangle, style=filled, fillcolor="#f0f8ff", fontname="Arial"];subgraph cluster_main{label="Influential Papers";style=dashed; "Turing_1936"[label="1. On Computable Numbers (1936)\nAuthor: Alan Turing"];"Shannon_1948"[label="2. A Mathematical Theory of Communication (1948)\nAuthor: Claude Shannon"];"Codd_1970"[label="3. A Relational Model of Data (1970)\nAuthor: Edgar F. Codd"];"Cook_1971"[label="4. The Complexity of Theorem-Proving Procedures (1971)\nAuthor: Stephen A. Cook"];"Cerf_Kahn_1974"[label="5. A Protocol for Packet Network Intercommunication (1974)\nAuthors: Vinton G. Cerf & Robert E. Kahn"];"Berners_Lee_1989"[label="6. Information Management: A Proposal (1989)\nAuthor: Tim Berners-Lee"];"Brin_Page_1998"[label="7. The Anatomy of a Large-Scale Hypertextual Web Search Engine (1998)\nAuthors: Sergey Brin & Larry Page"];}"Turing_1936"->"Shannon_1948"[label="Computational Foundations"];"Shannon_1948"->"Codd_1970"[label="Information Theory"];"Codd_1970"->"Cook_1971"[label="Data Management"];"Cook_1971"->"Cerf_Kahn_1974"[label="NP-Completeness"];"Cerf_Kahn_1974"->"Berners_Lee_1989"[label="Networking Protocols"];"Berners_Lee_1989"->"Brin_Page_1998"[label="World Wide Web"]; subgraph cluster_bonus{label="Bonus Papers";style=dotted;"McCarthy_1960"[label="Recursive Functions (1960)\nJohn McCarthy"];"Dijkstra_1968"[label="Go To Statement Considered Harmful (1968)\nEdsger Dijkstra"];"Lamport_1978"[label="Time, Clocks, and the Ordering of Events (1978)\nLeslie Lamport"];"Brooks_1986"[label="No Silver Bullet (1986)\nFred Brooks"];"Vaswani_2017"[label="Attention Is All You Need (2017)\nVaswani et al."];} "Brin_Page_1998"->"McCarthy_1960"[style=dashed];"Brin_Page_1998"->"Dijkstra_1968"[style=dashed];"Brin_Page_1998"->"Lamport_1978"[style=dashed];"Brin_Page_1998"->"Brooks_1986"[style=dashed];"Brin_Page_1998"->"Vaswani_2017"[style=dashed];}
Hacking Subaru: Tracking and Controlling Cars via the Starlink Admin Panel	https://samcurry.net/hacking-subaru	307	ramimac	42803279	digraph subaru_hack{rankdir=LR;node[shape=box, style="rounded,filled", fillcolor=lightblue];subaru_app[label="MySubaru App\n(Initial App Testing)"];admin_panel[label="Admin Panel\nDiscovery"];password_reset[label="Password Reset\nVulnerability"];two_fa_bypass[label="2FA Bypass"];vehicle_data_access[label="Vehicle Data Access\n(Location, PII, Commands)"];vehicle_control[label="Vehicle Control\n(Unlock Car)"];report_fix[label="Vulnerability Report\n& Fix"];subaru_app->admin_panel[label="Shift Focus"];admin_panel->password_reset[label="JS Analysis"];password_reset->two_fa_bypass[label="Account Takeover"];two_fa_bypass->vehicle_data_access[label="Admin Panel Access"];vehicle_data_access->vehicle_control[label="Demonstration"];vehicle_control->report_fix[label="Resolution"];}
Understanding gRPC, OpenAPI and REST and when to use them in API design (2020)	https://cloud.google.com/blog/products/api-management/understanding-grpc-openapi-and-rest-and-when-to-use-them	300	hui-zheng	42799245	digraph API_Design{rankdir=LR;node[shape=rectangle, style=filled, fillcolor=lightgray];HTTP[label="HTTP" fillcolor=lightblue];REST[label="REST" fillcolor=lightyellow];gRPC[label="gRPC" fillcolor=lightgreen];OpenAPI[label="OpenAPI" fillcolor=lightcoral];HTTP->REST[label="Entity-oriented"];HTTP->gRPC[label="RPC with HTTP/2"];HTTP->OpenAPI[label="RPC with custom HTTP mapping"];REST->Advantages[label="Stability, Uniformity, Universality"];gRPC->Advantages[label="Performance, Simplicity"];OpenAPI->Advantages[label="Familiarity, Flexibility"];REST->Disadvantages[label="Minority usage"];gRPC->Disadvantages[label="Special software required"];OpenAPI->Disadvantages[label="Complex design"];Advantages[label="Advantages" shape=ellipse fillcolor=lightcyan];Disadvantages[label="Disadvantages" shape=ellipse fillcolor=lightpink];REST->EntityOriented[label="Entity-oriented model"];gRPC->EntityOriented[label="Entity-oriented model possible"];OpenAPI->EntityOriented[label="Entity-oriented model possible"];EntityOriented[label="Entity-oriented model" shape=ellipse fillcolor=lightgoldenrod]; subgraph cluster_0{label="API Models";style=dashed;REST;gRPC;OpenAPI;}}
Show HN: I built an active community of trans people online	https://t4t.social/	300	t4t	42800893	digraph t4t_social{graph[layout=dot, rankdir=TB]node[shape=box, style="rounded,filled", fillcolor=lightblue, fontname="Helvetica-Bold", fontsize=12]edge[arrowhead=vee, arrowsize=0.8, color=gray50]t4t_social[label="t4t.social", fillcolor=lightcoral]social_network[label="Social Network"]tg_people[label="Trans &\nGender-Non-Conforming\nPeople"]beautiful[label="Beautiful"]minimalist[label="Minimalist"]text_based[label="Text-based"]free[label="Free"]ios_app[label="iOS App"]android_app[label="Android App"]t4t_social->social_network[label="is a"]t4t_social->tg_people[label="for"]t4t_social->beautiful[label="is"]t4t_social->minimalist[label="is"]t4t_social->text_based[label="is"]t4t_social->free[label="is"]t4t_social->ios_app[label="available on"]t4t_social->android_app[label="available on"]}
Introducing Operator	https://openai.com/index/introducing-operator/	281	meetpateltech	42806301	digraph Operator{rankdir=LR;node[shape=box];Operator[label="Operator\n(AI Agent for Web Tasks)"];WebTasks[label="Performs Web Tasks\n(filling forms, ordering groceries, etc.)"];ResearchPreview[label="Research Preview\n(Limited rollout for Pro users)"];UserControl[label="User  Control\n(Users can take over tasks)"];Customization[label="Customization\n(Users can set preferences)"];MultipleTasks[label="Simultaneous Tasks\n(Multiple conversations)"];HowItWorks[label="How Operator Works"];CUA[label="Powered by CUA\n(Computer-Using Agent)"];GUIInteraction[label="Interacts with GUIs\n(Buttons, menus, text fields)"];SelfCorrection[label="Self-Correction\n(Handles mistakes)"];Safety[label="Safety & Privacy"];Safeguards[label="Three Layers of Safeguards"];TakeoverMode[label="Takeover Mode\n(Asks user for sensitive info)"];UserConfirmations[label="User  Confirmations\n(Approval for actions)"];TaskLimitations[label="Task Limitations\n(Declines sensitive tasks)"];Ecosystem[label="Ecosystem & Users"];Collaborations[label="Collaborations\n(With companies like DoorDash, Instacart)"];PublicSector[label="Public Sector Use\n(Improving civic engagement)"];Limitations[label="Limitations\n(Early research stage)"];FuturePlans[label="Future Plans\n(Expand access, enhance capabilities)"];Operator->WebTasks;Operator->ResearchPreview;Operator->UserControl;Operator->Customization;Operator->MultipleTasks;Operator->HowItWorks;HowItWorks->CUA;HowItWorks->GUIInteraction;HowItWorks->SelfCorrection;Operator->Safety;Safety->Safeguards;Safeguards->TakeoverMode;Safeguards->UserConfirmations;Safeguards->TaskLimitations;Operator->Ecosystem;Ecosystem->Collaborations;Ecosystem->PublicSector;Operator->Limitations;Operator->FuturePlans;}
Llama.vim – Local LLM-assisted text completion	https://github.com/ggml-org/llama.vim	280	kgwgk	42806328	digraph LlamaVim{graph[rankdir=LR];node[shape=box];LlamaVim[label="llama.vim\nLocal LLM-assisted text completion"]; Features[label="Features"];Installation[label="Installation"];Examples[label="Examples"];Other_IDEs[label="Other IDEs"];Implementation[label="Implementation Details"];AutoSuggest[label="Auto-suggest on cursor movement"];ToggleSuggestion[label="Toggle suggestion with Ctrl+F"];AcceptSuggestion[label="Accept with Tab\nAccept first line with Shift+Tab"];ControlMaxTime[label="Control max text generation time"];ConfigureScope[label="Configure context scope"];SmartReuse[label="Smart context reuse"];PerformanceStats[label="Display performance stats"];LlamaVim->Features;LlamaVim->Installation;LlamaVim->Examples;LlamaVim->Other_IDEs;LlamaVim->Implementation;Features->AutoSuggest;Features->ToggleSuggestion;Features->AcceptSuggestion;Features->ControlMaxTime;Features->ConfigureScope;Features->SmartReuse;Features->PerformanceStats;Installation->"Plugin setup\n- vim-plug\n- Vundle";Installation->"llama.cpp setup";Installation->"Recommended LLMs";Other_IDEs->"VS Code: llama.vscode";Implementation->"Simple and lightweight\nHigh-performance FIM completions";}
NIH hit with freezes on meetings, travel, communications, and hiring	https://www.science.org/content/article/trump-hits-nih-devastating-freezes-meetings-travel-communications-and-hiring	268	carbocation	42798960	digraph science_org_security_check{node[shape=box]"User"->"www.science.org"[label="Accessing"];"www.science.org"->"Security Check"[label="Initiates"];"Security Check"->"User"[label="Verifying Humanity\n& Connection Security"];"Security Check"->"www.science.org"[label="Reviewing"];"Security Check"->"Proceeding"[label="If Secure"];}
Bun 1.2 Is Released	https://bun.sh/blog/bun-v1.2	257	ksec	42801370	digraph Bun_1_2{label="Bun 1.2: Huge Update for Full-Stack JavaScript/TypeScript Toolkit";labelloc=top;node[shape=box, style="rounded,filled", fillcolor=lightcyan];Bun_1_2[label="Bun 1.2"];subgraph cluster_nodejs{label="Node.js Compatibility";style="dashed";NodeJS_Compat[label="Improved Node.js Compatibility"];Test_Suite[label="Node.js Test Suite\n(Thousands of tests ported)"];Internal_APIs[label="Internal APIs Stubs"];Error_Messages[label="Error Message Compatibility"];HTTP2_Server[label="node:http2 Server"];Dgram[label="node:dgram"];Cluster[label="node:cluster"];Zlib[label="node:zlib (Native, 2x Faster)"];V8_APIs[label="V8 C++ APIs Support\n(JavaScriptCore)"];Node_V8[label="node:v8\n(Heap Snapshots)"];NodeJS_Compat->Test_Suite;NodeJS_Compat->Internal_APIs;NodeJS_Compat->Error_Messages;NodeJS_Compat->HTTP2_Server;NodeJS_Compat->Dgram;NodeJS_Compat->Cluster;NodeJS_Compat->Zlib;NodeJS_Compat->V8_APIs;NodeJS_Compat->Node_V8;Bun_1_2->NodeJS_Compat;}subgraph cluster_performance{label="Performance Improvements";style="dashed";Performance[label="Performance Improvements"];HTTP2_Faster[label="HTTP/2 Server (2x Faster)"];Zlib_Faster[label="node:zlib (2x Faster)"];Express_Faster[label="Express (3x Faster)"];S3_Faster[label="Bun.s3 (5x Faster than Node.js)"];SQL_Faster[label="Bun.sql (50% Faster)"];Install_Faster[label="bun install (Faster)"];JSEngine_Faster[label="JavaScript Engine (Optimizations)"];Performance->HTTP2_Faster;Performance->Zlib_Faster;Performance->Express_Faster;Performance->S3_Faster;Performance->SQL_Faster;Performance->Install_Faster;Performance->JSEngine_Faster;Bun_1_2->Performance;}subgraph cluster_package_manager{label="Package Manager";style="dashed";PackageManager[label="Package Manager Updates"];Bun_Lock[label="bun.lock (Text-based Lockfile)"];JSONC_PackageJSON[label="JSONC in package.json\n(Comments, Trailing Commas)"];NPMrc_Support[label=".npmrc Support"];Bun_Run_Filter[label="bun run --filter"];Bun_Outdated[label="bun outdated"];Bun_Publish[label="bun publish"];Bun_Patch[label="bun patch"];Install_Easier[label="Easier bun install\n(CA certs, bundleDependencies, etc.)"];PackageManager->Bun_Lock;PackageManager->JSONC_PackageJSON;PackageManager->NPMrc_Support;PackageManager->Bun_Run_Filter;PackageManager->Bun_Outdated;PackageManager->Bun_Publish;PackageManager->Bun_Patch;PackageManager->Install_Easier;Bun_1_2->PackageManager;}subgraph cluster_testing{label="Test Runner";style="dashed";TestRunner[label="Test Runner Improvements"];JUnit_Support[label="JUnit Support"];LCOV_Support[label="LCOV Coverage Support"];Inline_Snapshots[label="Inline Snapshots"];Test_Only[label="test.only()"];New_Matchers[label="New expect() Matchers"];Custom_Errors[label="Custom Error Messages"];Jest_SetTimeout[label="jest.setTimeout()"];TestRunner->JUnit_Support;TestRunner->LCOV_Support;TestRunner->Inline_Snapshots;TestRunner->Test_Only;TestRunner->New_Matchers;TestRunner->Custom_Errors;TestRunner->Jest_SetTimeout;Bun_1_2->TestRunner;}subgraph cluster_bundler{label="Bundler";style="dashed";Bundler[label="Bundler Enhancements"];HTML_Imports[label="HTML Imports"];Standalone_Executables[label="Standalone Executables\n(Cross-compilation)"];Bytecode_Caching[label="Bytecode Caching"];CommonJS_Output[label="CommonJS Output Format"];Better_CJS_Detection[label="Better CommonJS Detection"];OnBeforeParse[label="onBeforeParse Plugin Hook (Native)"];Bundler->HTML_Imports;Bundler->Standalone_Executables;Bundler->Bytecode_Caching;Bundler->CommonJS_Output;Bundler->Better_CJS_Detection;Bundler->OnBeforeParse;Bun_1_2->Bundler;}subgraph cluster_apis{label="Bun APIs";style="dashed";APIs[label="New Bun APIs & Utilities"];S3_API[label="Bun.s3 (Built-in S3 Support)"];SQL_API[label="Bun.sql (Built-in Postgres Support)"];Serve_StaticRoutes[label="Bun.serve() Static Routes"];UDPSocket[label="Bun.udpSocket()"];BunFile_Updates[label="Bun.file() Updates\n(delete, stat, S3 support)"];BunColor[label="Bun.color() (Color API)"];DNS_Prefetch[label="dns.prefetch()"];Utilities[label="Utilities\n(Bun.inspect.table, UUIDv7)"];APIs->S3_API;APIs->SQL_API;APIs->Serve_StaticRoutes;APIs->UDPSocket;APIs->BunFile_Updates;APIs->BunColor;APIs->DNS_Prefetch;APIs->Utilities;Bun_1_2->APIs;}subgraph cluster_js_features{label="JavaScript Features";style="dashed";JSFeatures[label="New JavaScript Features"];Import_Attributes[label="Import Attributes"];Using_ResourceMgmt[label="Resource Management with 'using'"];Promise_WithResolvers[label="Promise.withResolvers()"];Promise_Try[label="Promise.try()"];Error_IsError[label="Error.isError()"];Uint8Array_Ext[label="Uint8Array Extensions\n(toBase64, toHex)"];Iterator_Helpers[label="Iterator Helpers"];Float16Array_Support[label="Float16Array"];JSFeatures->Import_Attributes;JSFeatures->Using_ResourceMgmt;JSFeatures->Promise_WithResolvers;JSFeatures->Promise_Try;JSFeatures->Error_IsError;JSFeatures->Uint8Array_Ext;JSFeatures->Iterator_Helpers;JSFeatures->Float16Array_Support;Bun_1_2->JSFeatures;}subgraph cluster_web_apis{label="Web APIs";style="dashed";WebAPIs[label="New Web APIs"];TextDecoderStream_EncoderStream[label="TextDecoderStream/\nTextEncoderStream"];TextDecoder_StreamOpt[label="TextDecoder stream Option"];Bytes_API[label="bytes() API"];Streaming_Fetch_Uploads[label="Streaming fetch() Uploads"];Console_Group[label="console.group()"];URL_CreateObjectURL[label="URL.createObjectURL()"];AbortSignal_Any[label="AbortSignal.any()"];WebAPIs->TextDecoderStream_EncoderStream;WebAPIs->TextDecoder_StreamOpt;WebAPIs->Bytes_API;WebAPIs->Streaming_Fetch_Uploads;WebAPIs->Console_Group;WebAPIs->URL_CreateObjectURL;WebAPIs->AbortSignal_Any;Bun_1_2->WebAPIs;}Builtin_CSS_Parser[label="Built-in CSS Parser & Bundler"];Musl_Support[label="musl Support"];Behaviour_Changes[label="Behaviour Changes\n(Minor Tweaks)"];Even_Faster[label="Even Faster\n(JavaScript Engine JIT)"];Bun_1_2->Builtin_CSS_Parser;Bun_1_2->Musl_Support;Bun_1_2->Behaviour_Changes;Bun_1_2->Even_Faster;Bun_1_2->"Bun is a complete toolkit";"Bun is a complete toolkit"[shape=note, fillcolor=lightyellow];}
