title	url	points	by	hnId	dot
Stellarium: Software which renders realistic skies in real time	https://github.com/Stellarium/stellarium	472	tosh	38981254	digraph StellariumGitHub{rankdir=LR;node[shape=box, style="rounded,filled", fillcolor=lightblue, fontname="Arial Unicode MS"];edge[fontname="Arial Unicode MS"];subgraph cluster_Stellarium{label="Stellarium (Stellarium/stellarium)";style=filled;color=lightgrey;Stellarium_Project[label="Stellarium Project\nFree, Open Source Planetarium\nGPL-2.0 License\nC++, C, GLSL, TeX, etc.", shape=octagon];subgraph cluster_Code{label="Code & Build";src[label="Source Code\n(src, plugins, etc.)"];build[label="Building\n(CMakeLists.txt, BUILDING.md)"];data[label="Data\n(stars, landscapes, etc.)"];}subgraph cluster_Info{label="Information & Contribution";readme[label="README.md"];contributing[label="CONTRIBUTING.md"];credits[label="CREDITS.md"];issues[label="Issues (369)"];pulls[label="Pull Requests (23)"];}subgraph cluster_Releases{label="Releases";releases[label="Releases (61)\nv24.3 Latest"];}Stellarium_Project->src;Stellarium_Project->data;Stellarium_Project->build;Stellarium_Project->readme;Stellarium_Project->contributing;Stellarium_Project->releases;}subgraph cluster_External{label="External";style=filled;color=lightyellow;website[label="www.stellarium.org", URL="https://www.stellarium.org/"];opencollective[label="Open Collective\n(Funding & Sponsors)", URL="https://opencollective.com/stellarium"];}Stellarium_Project->website[label="Website"];Stellarium_Project->opencollective[label="Funding"];}
Ask HN: Who else is working on nothing?	https://news.ycombinator.com/item?id=38983067	414	g4zj	38983067	digraph HackerNews{rankdir=LR;node[shape=box, style="rounded,filled", fillcolor=lightblue, fontname="Arial Unicode MS"];edge[fontname="Arial Unicode MS"];subgraph cluster_0{label="Hacker News Navigation";style=filled;color=lightgrey;"Hacker News"[URL="https://news.ycombinator.com/"];"new"[URL="https://news.ycombinator.com/newest"];"past"[URL="https://news.ycombinator.com/front"];"comments"[URL="https://news.ycombinator.com/newcomments"];"ask"[URL="https://news.ycombinator.com/ask"];"show"[URL="https://news.ycombinator.com/show"];"jobs"[URL="https://news.ycombinator.com/jobs"];"submit"[URL="https://news.ycombinator.com/submit"];"login"[URL="https://news.ycombinator.com/login"];"Hacker News"->{"new", "past", "comments", "ask", "show", "jobs", "submit","login"};}"Ask HN Post"[label="Ask HN: Who else is working on nothing?", fillcolor=lightyellow, URL="https://news.ycombinator.com/item?id=34661958"];"Ask HN Post"->"g4zj"[label="posted by"];"g4zj"->"277 comments"[label="with"];subgraph cluster_1{label="Comment Thread Example (Simplified)";style=filled;color=lightgrey;"hn_throwaway_99"->"brabel"[label="replies to", constraint=false];"brabel"->"hunter2_"[label="replies to", constraint=false];"hunter2_"->"_teyd"[label="replies to", constraint=false];"_teyd"->"mattgreenrocks"[label="replies to", constraint=false];"mattgreenrocks"->"webworker"[label="replies to", constraint=false];}"277 comments"->"hn_throwaway_99"[label="starting with", style=dashed, constraint=false];}
A decade-old Steam bug	https://blog.freudenjmp.com/posts/no-user-logon/	338	freudenjmp	38977128	digraph G{rankdir=LR;nodesep=0.5;subgraph cluster_blog{label="freudenjmp Blog";style=filled;color=lightgrey;home[label="HOME"];categories[label="CATEGORIES"];tags[label="TAGS"];archives[label="ARCHIVES"];about[label="ABOUT"];article[label="A decade long Steam issue,\nis everyone just too fast for Valve?", shape=box, width=3]; home->article;categories->article;tags->article[label="counter-strike\nreversing\nesportal"];archives->article;about->article;}subgraph cluster_problem{label="Problem: \"No user logon\"";style=filled;color=lightcoral;noul[label="No User Logon\nDisconnection"];skins[label="Missing Skins"];steam3slow[label="Slow/Failing\nSteam3 Validation"];csgo[label="CS:GO (2019-2023)"];cs2[label="CS2 (Dec 2023 - Jan 2024)"];noul->skins[label="Correlation"];skins->steam3slow[label="Linked"];steam3slow->cs2[label="Observed in"];steam3slow->csgo[label="Observed in"];}subgraph cluster_solution{label="Solution";style=filled;color=lightgreen; startcs2[label="Start CS2"];wait[label="Wait 5-10 seconds\n(until console or after intro)"];connect[label="Connect to Server"];startcs2->wait->connect;}subgraph cluster_cause{label="Root Cause";style=filled;color=lightyellow;race[label="Race Condition\non Startup"];levelload[label="Premature\n'levelload' Shutdown"];steamval[label="Failed Steam3\nValidation"];race->levelload;levelload->steamval;steamval->noul;{race, levelload}->fastconnect[label="Triggered by\n'Connecting too fast'", style=dashed];fastconnect[label="Connecting to Server\nbefore CS2 fully initializes"];}fastconnect->connect[style=invis];}
A site that tracks the price of a Big Mac in every US McDonald's	https://pantryandlarder.com/mccheapest	324	Ajay-p	38980793	digraph G{subgraph cluster_app{label="Big Mac Price Tracking App";node[shape=box];"Price Tracking"->"U.S. McDonald's Locations";}subgraph cluster_website{label="Pantry & Larder Website";node[shape=box];"Home"->{"Expert Cooking Advice", "Ingredient Substitutes", "Food Preservation Tips", "Serving Suggestions"};}"Big Mac Price Tracking App"->"Pantry & Larder Website";"Pantry & Larder Website"->"Twitter"[label="Follow on Twitter"];}
Exploring Podman: A More Secure Docker Alternative	https://betterstack.com/community/guides/scaling-docker/podman-vs-docker/	271	sacrosanct	38981844	digraph podman_docker{rankdir=TB;node[style="filled,rounded", fillcolor="#f0f0f0", fontname="Arial"];edge[fontname="Arial"];subgraph cluster_intro{label="Introduction";style=dashed;a[label="Containerization\l(Need)"];b[label="Docker\l(Standard)"];c[label="Podman\l(Alternative)"];a->b[label="Solution"];b->c[label="Inspired"];}subgraph cluster_comparison{label="Podman vs. Docker";style=dashed;d[label="Architecture\l(Daemonless vs. Daemon)"];e[label="Lifecycle\l(Systemd vs. Daemon)"];f[label="Orchestration\l(Podman Compose/Pods/K8s vs. Docker Compose/Swarm)"];g[label="Security\l(Rootless, UserNS, Seccomp)"];}subgraph cluster_using_podman{label="Using Podman";style=dashed;h[label="Installation"];i[label="First Container\l(Hello World)"];j[label="Short Names\l(Aliases/Registries)"];k[label="Private Registries"];l[label="Orchestration\l(Podman Compose)"];h->i->j->k->l;}c->d[label="Comparison"];c->h[label="Usage"];{rank=same;d;e;f;g;}}
How to Be More Agentic	https://usefulfictions.substack.com/p/how-to-be-more-agentic	241	danboarder	38977692	digraph Agency{rankdir=TB;node[shape=box, style="rounded,filled", fillcolor=lightblue, fontname="Arial"];edge[fontname="Arial"];Agency[label="Radical Agency:\nManifest Determination\nto Make Things Happen", fillcolor=lightgoldenrod];FindingEdges[label="Finding Real Edges:\nThings you're willing to do\nthat others aren't"];PokerExample[label="Poker Example:\nPhysical Reads (Ignored Edge)"];Asking[label="Ask for Things (Even Unreasonable)"];Feedback[label="Seek Honest Feedback\n(Even Anonymously)"];Networking[label="Network Widely\n(Even Seemingly Irrelevant)"];LearnableTraits[label="Learn & Cultivate Traits\n(Confidence, Charisma, etc.)"];MoatOfLowStatus[label="Embrace the Moat of Low Status:\nBe comfortable being bad/new"];AvoidBurnout[label="Avoid Burnout:\nSet Boundaries & Rest"];Agency->FindingEdges;FindingEdges->PokerExample[style=dashed, label="Example"];Agency->Asking;Agency->Feedback;Agency->Networking;Agency->LearnableTraits;Agency->MoatOfLowStatus;Agency->AvoidBurnout;{rank=same;Asking;Feedback;Networking;}LearnableTraits->MoatOfLowStatus[label="Requires crossing"];}
Updates on Grounding of Boeing 737 MAX 9 Aircraft	https://www.faa.gov/newsroom/updates-grounding-boeing-737-max-9-aircraft	224	hef19898	38978705	digraph BoeingOversight{rankdir=TB;node[shape=box, style="rounded,filled", fillcolor=lightblue, fontname="Arial"];edge[fontname="Arial"];subgraph cluster_2024{label="2024";style=filled;color=lightgray; Jan5[label="Jan 5:\nDoor Plug Incident\n(Alaska Airlines Flight 1282)", fillcolor=lightcoral];Jan6[label="Jan 6:\n171 737-9 MAX Grounded"];Jan8[label="Jan 8:\nInspection Method Approved\n(EAD Issued)"];Jan9[label="Jan 9:\nGrounded Until Safe\nInspection Instructions"];Jan11[label="Jan 11:\nInvestigation of Boeing\nManufacturing Practices"];Jan17[label="Jan 17:\nInvestigation of\nManufacturing & Production\nBolstering Oversight"];Jan24[label="January:\nHalted Production Expansion\nof 737 MAX"]; Feb24[label="February:\nDirected Corrective Action Plan\nIncreased Onsite Inspectors\nAdministrator Site Visit"];Mar24[label="March:\nConcluded Production Line Audit\n(Non-compliance Issues)"];May24[label="May:\nReceived Boeing's\nCorrective Action Plan"];Jun24[label="June:\nAdministrator Site Visit\n(Charleston Factory)"];Ongoing[label="Ongoing:\nMonitoring Boeing's Progress\n(Reviews, Meetings, Certificates)"];Jan5->Jan6->Jan8->Jan9->Jan11->Jan17->Jan24;Jan24->Feb24->Mar24->May24->Jun24->Ongoing; subgraph cluster_MayDetails{label="Corrective Action Plan Details";style=filled;color=lightyellow; May_SMS[label="Strengthening SMS"];May_Process[label="Simplifying Processes"];May_Supplier[label="Enhanced Supplier Oversight"];May_Training[label="Enhanced Employee Training"];May_Audits[label="Increased Internal Audits"];May24->{May_SMS May_Process May_Supplier May_Training May_Audits}[style=dashed];}}{rank=same;Jan6;Jan8;Jan9;}{rank=same;Jan11;Jan17;}}
Midlibrary: Library of 4000 Midjourney artistic styles	https://midlibrary.io/styles	205	nomilk	38976955	digraph Midlibrary{rankdir=LR;nodesep=0.5;subgraph cluster_main{label="Midlibrary.io";style=rounded;color=lightgrey;midlibrary[label="Midjourney\nStyles Library\n(5300+)", shape=box, style=filled, fillcolor=lightblue];classifier[label="Style\nClassifier", shape=box];search[label="Search", shape=box];guides[label="Midguide\n(Guides)", shape=box];inside[label="Inside\nMidlibrary", shape=box];midlibrary->{classifier search guides inside};}subgraph cluster_categories{label="Categories";style=rounded;color=lightgrey;categories[label="Artists\nTechniques\nMovements\nGenres", shape=box]; artists[label="Painters (1544)\nIllustrators (920)\nPhotographers (685)\nSculptors (236)\n...", shape=plaintext]; techniques[label="Artistic Techniques (391)\nGeneral Modifiers (175)\n...", shape=plaintext]; movementsgenres[label="Genres + Art Movements (311)\nTitles (300)\n...", shape=plaintext];categories->{artists techniques movementsgenres};}subgraph cluster_features{label="Features";style=rounded;color=lightgrey;collections[label="Personal\nStyle\nCollections", shape=box];benchmarks[label="Benchmarks", shape=box];powerstyles[label="Powerstyles", shape=box];public_domain[label="Public\nDomain", shape=box];}midlibrary->categories[label="Browse"];midlibrary->collections[label="Save to"];}
Apple hiring compiler developers for improving Swift / C++ interoperability	https://jobs.apple.com/en-us/details/200531386/compiler-frontend-engineer	199	pjmlp	38978289	digraph{subgraph cluster_apple{label="Apple";"No job details found"->"Apple";"Apple"->"Store";"Apple"->"Mac";"Apple"->"iPad";"Apple"->"iPhone";"Apple"->"Watch";"Apple"->"Vision";"Apple"->"AirPods";"Apple"->"TV & Home";"Apple"->"Entertainment";"Apple"->"Accessories";"Apple"->"Support";"Apple"->"Search";"Apple"->"Bag";"Apple"->"Careers at Apple";"Careers at Apple"->"Work at Apple";"Careers at Apple"->"Life at Apple";"Careers at Apple"->"Profile";"Careers at Apple"->"Sign In";"Careers at Apple"->"Search Jobs at Apple";"Search Jobs at Apple"->"Page not found";"Page not found"->"Search Current Openings";"Apple"->"Shop and Learn";"Shop and Learn"->"Store";"Shop and Learn"->"Mac";"Shop and Learn"->"iPad";"Shop and Learn"->"iPhone";"Shop and Learn"->"Watch";"Shop and Learn"->"Vision";"Shop and Learn"->"AirPods";"Shop and Learn"->"TV & Home";"Shop and Learn"->"AirTag";"Shop and Learn"->"Accessories";"Shop and Learn"->"Gift Cards";"Apple"->"Apple Wallet";"Apple Wallet"->"Wallet";"Apple Wallet"->"Apple Card";"Apple Wallet"->"Apple Pay";"Apple Wallet"->"Apple Cash";"Apple"->"Account";"Account"->"Manage Your Apple ID";"Account"->"Apple Store Account";"Account"->"iCloud.com";"Apple"->"Entertainment";"Entertainment"->"Apple One";"Entertainment"->"Apple TV+";"Entertainment"->"Apple Music";"Entertainment"->"Apple Arcade";"Entertainment"->"Apple Fitness+";"Entertainment"->"Apple News+";"Entertainment"->"Apple Podcasts";"Entertainment"->"Apple Books";"Entertainment"->"App Store";"Apple"->"Apple Store";"Apple Store"->"Find a Store";"Apple Store"->"Genius Bar";"Apple Store"->"Today at Apple";"Apple Store"->"Group Reservations";"Apple Store"->"Apple Camp";"Apple Store"->"Apple Store App";"Apple Store"->"Certified Refurbished";"Apple Store"->"Apple Trade In";"Apple Store"->"Financing";"Apple Store"->"Carrier Deals at Apple";"Apple Store"->"Order Status";"Apple Store"->"Shopping Help";"Apple"->"For Business";"For Business"->"Apple and Business";"For Business"->"Shop for Business";"Apple"->"For Education";"For Education"->"Apple and Education";"For Education"->"Shop for K-12";"For Education"->"Shop for College";"Apple"->"For Healthcare";"For Healthcare"->"Apple in Healthcare";"For Healthcare"->"Health on Apple Watch";"For Healthcare"->"Health Records on iPhone";"Apple"->"For Government";"For Government"->"Shop for Government";"For Government"->"Shop for Veterans and Military";"Apple"->"Apple Values";"Apple Values"->"Accessibility";"Apple Values"->"Education";"Apple Values"->"Environment";"Apple Values"->"Inclusion and Diversity";"Apple Values"->"Privacy";"Apple Values"->"Racial Equity and Justice";"Apple Values"->"Supply Chain";"Apple"->"About Apple";"About Apple"->"Newsroom";"About Apple"->"Apple Leadership";"About Apple"->"Career Opportunities";"About Apple"->"Investors";"About Apple"->"Ethics & Compliance";"About Apple"->"Events";"About Apple"->"Contact Apple";"Apple"->"Privacy Policy";"Apple"->"Terms of Use";"Apple"->"Sales and Refunds";"Apple"->"Legal";"Apple"->"Site Map";}}
Japan ANA Boeing 737-800 flight turns back due to cockpit window crack	https://www.channelnewsasia.com/asia/japan-all-nippon-airways-flight-1182-boeing-737-cockpit-window-crack-4045796	193	2-718-281-828	38980171	digraph main_idea{rankdir=LR;node[shape=box, style=filled, color=lightblue];Idea[label="Main Idea", fillcolor=lightgreen];Concept1[label="Concept 1"];Concept2[label="Concept 2"];Concept3[label="Concept 3"];Idea->Concept1;Idea->Concept2;Idea->Concept3;}
