title	url	points	by	hnId	dot
Apple announces changes to iOS, Safari, and the App Store in the European Union	https://www.apple.com/newsroom/2024/01/apple-announces-changes-to-ios-safari-and-the-app-store-in-the-european-union/	1124	colinhb	39132453	digraph AppleChanges{rankdir=TB;node[shape=box];AppleChanges[label="Apple Announces Changes to iOS, Safari, and App Store in the EU" shape=ellipse];Developers[label="For Developers"];Users[label="For Users"];Compliance[label="Compliance with Digital Markets Act (DMA)"]; Changes[label="Key Changes"];iOSChanges[label="iOS Changes"];SafariChanges[label="Safari Changes"];AppStoreChanges[label="App Store Changes"]; Risks[label="New Risks"];Protections[label="New Protections"];AppleChanges->Developers;AppleChanges->Users;AppleChanges->Compliance; Compliance->Changes;Changes->iOSChanges;Changes->SafariChanges;Changes->AppStoreChanges;iOSChanges->Risks;iOSChanges->Protections;SafariChanges->Risks;SafariChanges->Protections;AppStoreChanges->Risks;AppStoreChanges->Protections;iOSChangesDetails[label="• New app distribution options\n• Alternative payment processing\n• API enhancements"];iOSChanges->iOSChangesDetails;SafariChangesDetails[label="• Default browser choice screen\n• User experience changes"];SafariChanges->SafariChangesDetails;AppStoreChangesDetails[label="• New payment service options\n• User disclosures on risks\n• Business planning tools"];AppStoreChanges->AppStoreChangesDetails;RisksDetails[label="• Malware and fraud risks\n• Privacy threats"];Risks->RisksDetails;ProtectionsDetails[label="• Notarization for apps\n• Enhanced user disclosures\n• Malware protections"];Protections->ProtectionsDetails;}
Ollama releases Python and JavaScript Libraries	https://ollama.ai/blog/python-javascript-libraries	555	adamhowell	39125477	digraph OllamaLibraries{rankdir=LR;node[shape=rectangle, style=filled, color=lightblue, fontname="Arial"];subgraph cluster_getting_started{label="Getting Started";color=lightgrey;node[style=filled, color=white];Python->"pip install ollama"->"import ollama\nresponse = ollama.chat(model='llama2', messages=[{'role': 'user', 'content': 'Why is the sky blue?'}])\nprint(response['message']['content'])";JavaScript->"npm install ollama"->"import ollama from 'ollama'\nconst response = await ollama.chat({model: 'llama2', messages: [{ role: 'user', content: 'Why is the sky blue?' }]})\nconsole.log(response.message.content)";}subgraph cluster_use_cases{label="Use Cases";color=lightgrey;node[style=filled, color=white];Streaming[label="Streaming\nfor chunk in chat('mistral', messages=messages, stream=True):\n  print(chunk['message']['content'], end='', flush=True)"];MultiModal[label="Multi-modal\nwith open('image.png', 'rb') as file:\n  response = ollama.chat(model='llava', messages=[{'role': 'user', 'content': 'What is strange about this image?', 'images': [file.read()]}])\nprint(response['message']['content'])"];TextCompletion[label="Text Completion\nresult = ollama.generate(model='stable-code', prompt='// A c function to reverse a string\n')\nprint(result['response'])"];CustomModels[label="Creating custom models\nmodelfile='''\nFROM llama2\nSYSTEM You are mario from super mario bros.\n'''\nollama.create(model='example', modelfile=modelfile)"];CustomClient[label="Custom client\nollama = Client(host='my.ollama.host')"];}subgraph cluster_github{label="GitHub";color=lightgrey;node[style=filled, color=white];"New GitHub handle"[label="New GitHub handle\nThese libraries, and the main Ollama repository now live in a new GitHub organization: ollama"];"Community Contribution"[label="Community Contribution\nThank you to all contributors\nSaul for ollama-js"];}"Ollama Python Library"->"Getting Started";"Ollama JavaScript Library"->"Getting Started";"Getting Started"->"Use Cases";"Use Cases"->"GitHub";"New GitHub handle"->"Community Contribution";}
Only 90s Web Developers Remember This (2014)	https://zachholman.com/posts/only-90s-developers/	498	throwup238	39127433	digraph{"Main Idea"->"Guestbook Signing";"Main Idea"->"HTML Tricks";"Main Idea"->"Web Development in 90s";"Guestbook Signing"->"https://github.com/holman/feedback";"HTML Tricks"->"1x1.gif";"HTML Tricks"->"&nbsp;&nbsp;&nbsp;&nbsp;";"HTML Tricks"->"Dotted Underlines, Border Effects";"Web Development in 90s"->"DHTML";"Web Development in 90s"->"Pixel Fonts";"Web Development in 90s"->"Buttons";"1x1.gif"->"Positioning Elements";"1x1.gif"->"Responsive Web";"&nbsp;&nbsp;&nbsp;&nbsp;"->"Scaling for Layout";"Dotted Underlines, Border Effects"->"CSS for Link Decoration";"DHTML"->"Combining CSS and JavaScript";"DHTML"->"Interactive Websites";"Pixel Fonts"->"Low Resolution Screens";"Buttons"->"Internet Explorer 4.0";}
Brains are not required to think or solve problems – simple cells can do it	https://www.scientificamerican.com/article/brains-are-not-required-when-it-comes-to-thinking-and-solving-problems-simple-cells-can-do-it/	357	anjel	39127028	digraph BasalCognition{rankdir=LR; Planaria[label="Planaria\n- Flatworm\n- Simple structure\n- Perfect regeneration"];Levin[label="Michael Levin\n- Biologist\n- Studies cell intelligence\n- Research on regeneration"];BasalCognition[label="Basal Cognition\n- Intelligence outside the brain\n- Collective intelligence of cells"];Memory[label="Memory in Cells\n- Regular cells can store information\n- Bioelectricity as memory medium"];Evolution[label="Evolution of Cognition\n- Cognition predates brains\n- Collaboration of cells leads to complex organisms"];Applications[label="Applications\n- Cancer treatment\n- Limb regeneration\n- Understanding intelligence in AI"]; Planaria->Levin[label="Test subject for cognition"];Levin->BasalCognition;Levin->Memory;Levin->Evolution;BasalCognition->Memory;BasalCognition->Applications;SlimeMold[label="Slime Mold\n- Problem-solving\n- Learning through experience"];Plants[label="Plants\n- Respond to stimuli\n- Memory and decision-making"];Bees[label="Bees\n- Social intelligence\n- Communication"]; BasalCognition->SlimeMold;BasalCognition->Plants;BasalCognition->Bees;Conclusion[label="Conclusion\n- Rethinking intelligence\n- Cognition is fundamental to life"];Applications->Conclusion;}
Kagi search reached 20k paying members	https://blog.kagi.com/celebrating-20k	355	subtlemuffins	39124497	digraph KagiCommunityUpdate{rankdir=LR;node[shape=box, style=rounded, fontname="Arial"];milestone[label="Kagi reaches 20,000 paying members\n(including 1,500+ families)", shape=ellipse, style=filled, fillcolor=lightblue];t_shirt_giveaway[label="T-shirt Giveaway:\nFree for first 20,000 members", shape=ellipse, style=filled, fillcolor=lightgreen];merch_store_launch[label="Merch Store Launch (in 8 weeks)", shape=ellipse, style=filled, fillcolor=lightyellow];thank_you[label="Thank You to the Community", shape=ellipse, style=filled, fillcolor=lightcoral];production_process[label="T-shirt Production:\nFrom testing to Serbia factory", shape=ellipse, style=filled, fillcolor=lightpink];business_setup[label="Setup: Germany Business Entity\nWarehouse & Inventory", shape=ellipse, style=filled, fillcolor=lightgray];investor_funds[label="Investment Allocated to Merch\n(T-shirt Production)", shape=ellipse, style=filled, fillcolor=lightpurple];gratitude[label="Gratitude for Early Adopters\nand Community Support", shape=ellipse, style=filled, fillcolor=lightgreen];marathon[label="Kagi's Journey is a Marathon,\nNot a Sprint", shape=ellipse, style=filled, fillcolor=lightblue];doggo_experience[label="Wearing Doggo T-shirt is Awesome!", shape=ellipse, style=filled, fillcolor=lightorange];milestone->t_shirt_giveaway[label="Community Achieves\n20k Members"];t_shirt_giveaway->merch_store_launch[label="Merch Store\nReady in 8 Weeks"];merch_store_launch->thank_you[label="Thank You Note\nFor Support"];milestone->production_process[label="High-Quality T-shirt Production"];production_process->business_setup[label="Setup Business and Logistics"];business_setup->investor_funds[label="Investment to Support Production"];investor_funds->gratitude[label="Gratitude for Early Support"];gratitude->marathon[label="Long-Term Commitment"];marathon->doggo_experience[label="Awesome T-shirt Experience"]; thank_you->gratitude;thank_you->marathon;thank_you->doggo_experience;}
Faircamp is a free Bandcamp alternative	https://wedistribute.org/2023/11/introducing-faircamp/	317	Tomte	39129155	digraph FaircampOverview{rankdir=LR;node[shape=box, style=filled, fillcolor=lightblue];Faircamp[label="Faircamp\nFree Bandcamp Alternative"];WeDistribute[label="We Distribute"];News[label="News"];People[label="People"];Tech[label="Tech"];Podcast[label="Podcast"];About[label="About"];Bluesky[label="Bluesky"];Fediverse[label="Fediverse"];Matrix[label="Matrix"];Nostr[label="Nostr"];Culture[label="Culture"];Interviews[label="Interviews"];Opinion[label="Opinion"];Reviews[label="Reviews"];Guides[label="Guides"];ContactUs[label="Contact Us!"];FollowUs[label="Follow Us!"];SupportUs[label="Support Us!"];WorkWithUs[label="Work with Us!"];OurSupporters[label="Our Supporters"];WeDistribute->News;WeDistribute->People;WeDistribute->Tech;WeDistribute->Podcast;WeDistribute->About;News->Bluesky;News->Fediverse;News->Matrix;News->Nostr;People->Culture;People->Interviews;People->Opinion;Tech->Reviews;Tech->Guides;About->ContactUs;About->FollowUs;About->SupportUs;About->WorkWithUs;About->OurSupporters;Faircamp->WeDistribute[style=dashed, color=grey];}
Microsoft lays off 1,900 Activision Blizzard and Xbox employees	https://www.theverge.com/2024/1/25/24049050/microsoft-activision-blizzard-layoffs	303	mikece	39129949	digraph microsoft_layoffs{subgraph cluster_microsoft{label="Microsoft";microsoft[shape=box, label="Microsoft"];xbox[shape=box, label="Xbox"];activision_blizzard[shape=box, label="Activision Blizzard"];zenimax[shape=box, label="ZeniMax"];}layoffs[shape=ellipse, label="1,900 Layoffs (8% of Gaming Division)"];microsoft->layoffs;layoffs->activision_blizzard[label="Mostly at"];layoffs->xbox[label="Some at"];layoffs->zenimax[label="Some at"];mike_ybarra[shape=box, label="Mike Ybarra (Blizzard President)"];allen_adham[shape=box, label="Allen Adham (Blizzard Chief Design Officer)"];activision_blizzard->mike_ybarra[label="Leaving"];activision_blizzard->allen_adham[label="Leaving"];survival_game[shape=box, label="Blizzard's Survival Game (Cancelled)"];activision_blizzard->survival_game[label="Cancelled"];sarah_bond[shape=box, label="Sarah Bond (Promoted to Xbox President)"];matt_booty[shape=box, label="Matt Booty (Promoted to President of Game Content and Studios)"];xbox->sarah_bond[label="Promoted"];microsoft->matt_booty[label="Promoted"];acquisition[shape=ellipse, label="$68.7 billion Acquisition of Activision Blizzard"];microsoft->acquisition;acquisition->activision_blizzard;previous_layoffs[shape=ellipse, label="Previous 10,000 Layoffs"];microsoft->previous_layoffs;earnings[shape=box, label="Fiscal Q2 2024 Earnings (next week)"];microsoft->earnings;}
I realized chess pieces can be redesigned to be geometric attack directions	https://twitter.com/graycrawford/status/1750225562281632048	293	aa_is_op	39128902	digraph{"Welcome to x.com"->"URL change";"URL change"->"Privacy & data protection settings (unchanged)";"Privacy & data protection settings (unchanged)"->"Privacy Policy: https://x.com/en/privacy";}
Due to blade damage, Mars Helicopter Ingenuity will not fly again	https://www.nasa.gov/news-release/after-three-years-on-mars-nasas-ingenuity-helicopter-mission-ends/	279	foobarbecue	39134349	digraph G{rankdir=LR;node[shape=box, style=filled, fillcolor=lightblue];"NASA"[label="NASA", fillcolor=lightblue];"Ingenuity Mars Helicopter"[label="Ingenuity Mars Helicopter", fillcolor=lightblue];"Perseverance Rover"[label="Perseverance Rover", fillcolor=lightblue];"Mars Missions"[label="Mars Missions", fillcolor=lightblue];"Technology Demonstration"[label="Technology Demonstration", fillcolor=lightblue];"Flight Operations"[label="Flight Operations", fillcolor=lightblue];"Scientific Research"[label="Scientific Research", fillcolor=lightblue];"NASA"->"Ingenuity Mars Helicopter"[label="Developed"];"Ingenuity Mars Helicopter"->"Perseverance Rover"[label="Accompanied"];"Ingenuity Mars Helicopter"->"Mars Missions"[label="Part of"];"Ingenuity Mars Helicopter"->"Technology Demonstration"[label="Originally"];"Ingenuity Mars Helicopter"->"Flight Operations"[label="Extended"];"Ingenuity Mars Helicopter"->"Scientific Research"[label="Supported"];}
Placemark is now open source – web-based geospatial data editor	https://github.com/placemark/placemark	215	danboarder	39125887	digraph placemark{node[shape=box, style="rounded,filled", fillcolor="#f9f9f9", fontname="Helvetica"]; placemark[label="Placemark\nA flexible web-based editor, converter, visualization tool for geospatial data", shape=ellipse, fillcolor="#e0e7ff"]; editor[label="Web-based Editor", fillcolor="#cfe2f3"];converter[label="Data Converter", fillcolor="#cfe2f3"];visualization[label="Visualization Tool", fillcolor="#cfe2f3"]; features[label="Features", shape=folder, fillcolor="#d1e7dd"];product[label="Product Features\n- GitHub Copilot\n- Security\n- Actions\n- Codespaces\n- Issues\n- Code Review\n- Discussions\n- Code Search", fillcolor="#f1f8e9"]; getting_started[label="Getting Started\n- Clone Repo\n- Install Dependencies\n- Obtain Access Tokens\n- Build & Start Server", fillcolor="#fff3cd"]; license[label="License: MIT", shape=note, fillcolor="#f8d7da"];community[label="Community Contributions", shape=note, fillcolor="#f8d7da"]; placemark->{editor converter visualization};placemark->features;features->product;placemark->getting_started;placemark->license;placemark->community;}
