title	url	points	by	hnId	dot
Python 3.13 Gets a JIT	https://tonybaloney.github.io/posts/python-gets-a-jit.html	884	todsacerdoti	38923741	digraph G{node[shape=box, style=filled, fillcolor=lightblue];edge[color=black];"Brandt Bucher"->"Python 3.13";"Python 3.13"->"JIT Compiler";"JIT Compiler"->"Copy-and-Patch JIT";"Copy-and-Patch JIT"->"Machine Code Generation";"Machine Code Generation"->"Performance Improvement";"Performance Improvement"->"2-9% Faster";subgraph cluster_0{label="Python Evolution";"Python 3.11"->"Specializing Adaptive Interpreter";"Specializing Adaptive Interpreter"->"Python 3.13";}subgraph cluster_1{label="JIT Overview";"JIT Compiler"->"On-Demand Compilation";"On-Demand Compilation"->"Machine Code";"Machine Code"->"Vs. AOT Compiler";}subgraph cluster_2{label="Python Bytecode";"Python Bytecode"->"CPU Independence";"CPU Independence"->"High Level";"High Level"->"Type Agnostic";"Type Agnostic"->"Cross-Platform";}subgraph cluster_3{label="JIT Benefits";"Copy-and-Patch JIT"->"Efficiency";"Efficiency"->"Reduced Overhead";"Reduced Overhead"->"Faster Execution";}}
Why does holding a key fob to your head increase its range?	https://physics.stackexchange.com/questions/101913/why-does-a-remote-car-key-work-when-held-to-your-head-body	513	jasonhansel	38921441	digraph G{rankdir=LR;node[shape=box, style=filled, fillcolor=lightblue];ElectromagneticRadiation[label="Electromagnetic Radiation", fillcolor=lightcoral];RemoteCarKey[label="Remote Car Key", fillcolor=lightgreen];HumanBody[label="Human Body", fillcolor=lightyellow];Car[label="Car", fillcolor=lightpink];ElectromagneticRadiation->RemoteCarKey[label="Transmits Signal"];RemoteCarKey->HumanBody[label="Held to Head/Body"];HumanBody->Car[label="Enhanced Signal"];{rank=same;RemoteCarKey HumanBody}}
Is my plane a 737 MAX?	https://www.ismyplanea737max.com/	466	jacksoncheek	38928951	digraph flight_info{rankdir=TB;node[shape=box, style=filled, fillcolor=lightblue];subgraph cluster_flight{label="Flight Information";style=dotted;color=lightgrey;FlightNumber[label="Flight Number"];NearestFlight[label="Nearest Flight\n(Live, Scheduled, Landed)"];Schedules[label="Schedules Change"];EquipmentSwaps[label="Equipment Swaps"];ReservationCheck[label="Double Check Reservation"];}subgraph cluster_update{label="Update";style=dotted;color=lightgrey;AviationData[label="Expensive Aviation Data"];DataQuota[label="Blow Through Data Quota"];PauseRequests[label="Pause New Requests"];Thanks[label="Thanks for the Ride!"];}FlightNumber->NearestFlight;NearestFlight->Schedules;NearestFlight->EquipmentSwaps;EquipmentSwaps->ReservationCheck;AviationData->DataQuota;DataQuota->PauseRequests;PauseRequests->Thanks;}
www.google.com – The page is blank when accessed	https://github.com/webcompat/web-bugs/issues/131916	421	mozvalentin	38924300	digraph G{rankdir=LR;node[shape=box, style=filled, color=lightblue];Issue[label="Issue #131916"];URL[label="URL: www.google.com"];Browser[label="Browser: Firefox Mobile 121.0"];OS[label="OS: Android 13"];Problem[label="Problem: Site not usable"];Milestone[label="Milestone: needstriage"];Labels[label="Labels: action-needsmoderation, browser-fixme"];Moderation[label="Moderation Queue"];Investigation[label="Investigation"];Fix[label="Fix Deployed"];Issue->URL;Issue->Browser;Issue->OS;Issue->Problem;Issue->Milestone;Issue->Labels;Labels->Moderation;Moderation->Investigation;Investigation->Fix;}
Where Have All the Websites Gone?	https://www.fromjason.xyz/p/notebook/where-have-all-the-websites-gone/	402	benrutter	38923627	digraph G{rankdir=TB;node[shape=box, style=filled, fillcolor=lightblue];subgraph cluster_0{label="2009: The Early Web";color=blue;"New Year's Eve"->"TextsFromLastNight.com"[label="browsing"];"TextsFromLastNight.com"->"Facebook Post"[label="sharing"];}subgraph cluster_1{label="Modern Web";color=red;"For You Page"->"Content Creators"[label="algorithm"];"Content Creators"->"Big Platforms"[label="production"];}subgraph cluster_2{label="Web Nostalgia";color=green;"Missing Websites"->"Curation Loss"[label="nostalgia"];"Curation Loss"->"Rebuilding Interconnectivity"[label="solution"];}"New Year's Eve"->"Missing Websites"[style=dashed, label="evolution"];"Big Platforms"->"Curation Loss"[style=dashed, label="impact"];"Rebuilding Interconnectivity"->"Open Web Portals"[label="action"];}
Mixtral 8x7B: A sparse Mixture of Experts language model	https://arxiv.org/abs/2401.04088	333	ignoramous	38921668	digraph G{layout=dot;rankdir=LR;node[shape=box, style=filled, fillcolor=lightblue];Albert[label="Albert Q. Jiang"];Alexandre[label="Alexandre Sablayrolles"];Antoine[label="Antoine Roux"];Arthur[label="Arthur Mensch"];Blanche[label="Blanche Savary"];Chris[label="Chris Bamford"];Devendra[label="Devendra Singh Chaplot"];Diego[label="Diego de las Casas"];Emma[label="Emma Bou Hanna"];Florian[label="Florian Bressand"];Gianna[label="Gianna Lengyel"];GuillaumeB[label="Guillaume Bour"];GuillaumeL[label="Guillaume Lample"];Lélio[label="Lélio Renard Lavaud"];Lucile[label="Lucile Saulnier"];MarieAnne[label="Marie-Anne Lachaux"];Pierre[label="Pierre Stock"];Sandeep[label="Sandeep Subramanian"];Sophia[label="Sophia Yang"];Szymon[label="Szymon Antoniak"];Teven[label="Teven Le Scao"];Théophile[label="Théophile Gervet"];Thibaut[label="Thibaut Lavril"];Thomas[label="Thomas Wang"];Timothée[label="Timothée Lacroix"];William[label="William El Sayed"];subgraph cluster_authors{label="Authors";Albert->Alexandre->Antoine->Arthur->Blanche->Chris->Devendra->Diego->Emma->Florian->Gianna->GuillaumeB->GuillaumeL->Lélio->Lucile->MarieAnne->Pierre->Sandeep->Sophia->Szymon->Teven->Théophile->Thibaut->Thomas->Timothée->William[style=invis];}Mixtral[label="Mixtral 8x7B\nSparse Mixture of Experts"];MixtralInstruct[label="Mixtral 8x7B - Instruct"];Llama2[label="Llama 2 70B"];GPT35[label="GPT-3.5"];Claude21[label="Claude-2.1"];GeminiPro[label="Gemini Pro"];Mixtral->Llama2[label="Outperforms"];Mixtral->GPT35[label="Matches"];MixtralInstruct->GPT35[label="Surpasses"];MixtralInstruct->Claude21[label="Surpasses"];MixtralInstruct->GeminiPro[label="Surpasses"];MixtralInstruct->Llama2[label="Surpasses"];Abstract[label="Abstract\nMixtral 8x7B is a Sparse Mixture of Experts language model.\nIt outperforms Llama 2 70B and GPT-3.5 across benchmarks."];Submission[label="Submission\nDevendra Singh Chaplot\nMon, 8 Jan 2024 18:47:34 UTC"];Abstract->Mixtral;Submission->Abstract;}
SEC's X Account Hacked, Bitcoin Spot ETFs Not yet Approved	https://en.bitcoinsistemi.com/breaking-gary-gensler-says-secs-x-account-hacked-bitcoin-spot-etfs-not-yet-approved/	318	Galanwe	38932509	digraph G{rankdir=LR;node[shape=box, style=filled, fillcolor=lightblue];SEC[label="SEC's X Account"];Hacker[label="Hacker"];BitcoinSpotETFs[label="Bitcoin Spot ETFs"];GaryGensler[label="Gary Gensler"];CryptoNews[label="Crypto News"];Bitcoin[label="Bitcoin"];Altcoin[label="Altcoin"];Analysis[label="Analysis"];CryptoPrice[label="Crypto Price"];FundamentalAnalysisData[label="Fundamental Analysis Data"];SEC->Hacker[label="Hacked"];Hacker->BitcoinSpotETFs[label="Fake Approval Post"];GaryGensler->BitcoinSpotETFs[label="Not Yet Approved"];CryptoNews->Bitcoin;CryptoNews->Altcoin;Altcoin->EthereumNews[label="Ethereum News"];Altcoin->BinanceCoinNews[label="Binance Coin News"];Altcoin->CardanoNews[label="Cardano News"];Altcoin->SolanaNews[label="Solana News"];Altcoin->XRPNews[label="XRP News"];Altcoin->AvalancheNews[label="Avalanche News"];Altcoin->ShibaInuNews[label="Shiba Inu News"];CryptoPrice->AllCryptoMarketData[label="All Crypto Market Data"];CryptoPrice->CryptocurrencyExchanges[label="Cryptocurrency Exchanges"];CryptoPrice->BitcoinPrice[label="Bitcoin Price"];CryptoPrice->EthereumPrice[label="Ethereum Price"];CryptoPrice->BinanceCoinPrice[label="Binance Coin Price"];CryptoPrice->CardanoPrice[label="Cardano Price"];CryptoPrice->SolanaPrice[label="Solana Price"];CryptoPrice->AvalanchePrice[label="Avalanche Price"];CryptoPrice->ShibaInuPrice[label="Shiba Inu Price"];FundamentalAnalysisData->CryptoFearGreedIndex[label="Crypto Fear and Greed Index"];FundamentalAnalysisData->OnChainData[label="On-chain Data"];}
Turing Complete is a game about computer science	https://turingcomplete.game/	290	thunderbong	38925307	digraph TuringComplete{rankdir=TB;node[shape=box, style=filled, fillcolor=lightblue];Start[label="Turing Complete Game", shape=ellipse, fillcolor=yellow];LogicGates[label="LOGIC GATES\n\nFundamental building blocks\nStart with a nand gate"];Components[label="COMPONENTS\n\nBuild on logic gates\nIntroduce memory"];Architecture[label="ARCHITECTURE\n\nAssemble components\nTuring complete computers"];Assembly[label="ASSEMBLY\n\nProgram with binary codes\nCreate assembly instructions"];Start->LogicGates;LogicGates->Components;Components->Architecture;Architecture->Assembly;Assembly->Start[label="Solve programming puzzles", style=dotted, dir=both];}
DARPA Moves Forward on X-65: Plane with no moving control surfaces	https://www.darpa.mil/news-events/2024-01-03	270	wolverine876	38922657	digraph G{rankdir=LR;node[shape=box, style=filled, color=lightblue];DARPA[label="DARPA", fillcolor=lightblue];X65[label="X-65 Technology Demonstrator", fillcolor=lightblue];Aurora[label="Aurora Flight Sciences", fillcolor=lightblue];AFC[label="Active Flow Control (AFC)", fillcolor=lightblue];CRANE[label="CRANE Program", fillcolor=lightblue];Flight[label="First Flight (2025)", fillcolor=lightblue];DARPA->X65[label="Moves Forward"];X65->Aurora[label="Selected for Phase 3"];X65->AFC[label="Uses"];AFC->CRANE[label="Part of"];CRANE->Flight[label="Scheduled"];}
Apple tells EU it has five different App Stores, not just one	https://9to5mac.com/2024/01/09/five-different-app-stores/	233	mikece	38926476	digraph AppStores{rankdir=LR;node[shape=box, style=filled, color=lightblue];"iPhone App Store"->"iPad App Store"[label="Related"];"iPhone App Store"->"Mac App Store"[label="Related"];"iPhone App Store"->"Apple TV App Store"[label="Related"];"iPhone App Store"->"Apple Watch App Store"[label="Related"];"iPhone App Store"[label="iPhone App Store"];"iPad App Store"[label="iPad App Store"];"Mac App Store"[label="Mac App Store"];"Apple TV App Store"[label="Apple TV App Store"];"Apple Watch App Store"[label="Apple Watch App Store"];"iPhone App Store"->"Antitrust Regulations"[style=dashed, color=red, label="Under Scrutiny"];"Antitrust Regulations"[shape=ellipse, color=red];}
