title	url	points	by	hnId	dot
California suspends Cruise's autonomous vehicle deployment	https://www.reuters.com/business/autos-transportation/california-suspends-gm-cruises-driverless-autonomous-vehicle-permits-2023-10-24/	571	ra7	38002752	digraph{"Reuters"->"Website (reuters.com)";}
SumatraPDF Reader	https://github.com/sumatrapdfreader/sumatrapdf	525	quyleanh	37993575	digraph SumatraPDF{rankdir=TB;node[shape=box];SumatraPDF[label="SumatraPDF Reader\nOpen Source PDF Reader", shape=ellipse];NavigationMenu[label="Navigation Menu"];Features[label="Features"];Solutions[label="Solutions"];Resources[label="Resources"];OpenSource[label="Open Source"];Enterprise[label="Enterprise"];Pricing[label="Pricing"];Search[label="Search"];Product[label="Product"];Explore[label="Explore"];UseCases[label="By Use Case"];Industries[label="By Industry"]; Topics[label="Topics"];Learning[label="Learning Pathways"];CustomerStories[label="Customer Stories"];SumatraPDF->NavigationMenu;SumatraPDF->Features;SumatraPDF->Solutions;SumatraPDF->Resources;SumatraPDF->OpenSource;SumatraPDF->Enterprise;SumatraPDF->Pricing;SumatraPDF->Search;Features->Product;Features->Explore;Features->UseCases;Features->Industries;Resources->Topics;Resources->Learning;Resources->CustomerStories;Product->"GitHub Copilot\nSecurity\nActions\nCodespaces\nIssues\nCode Review\nDiscussions\nCode Search";Explore->"All Features\nDocumentation\nGitHub Skills\nBlog";UseCases->"DevSecOps\nDevOps\nCI/CD";Industries->"Healthcare\nFinancial Services\nManufacturing\nGovernment"; Topics->"AI\nDevOps\nSecurity\nSoftware Development";Learning->"White Papers\nEbooks\nWebinars";}
Animated AI	https://animatedai.github.io/	498	qwertyforce	37999035	digraph{rankdir=TB;subgraph cluster_0{label="Neural Network Animations";"Convolution"->"The Basic Algorithm";"Convolution"->"Padding";"Convolution"->"Stride";"Convolution"->"Groups, Depthwise, and Depthwise - Separable";"Pixel Shuffle"->"2x2 Block Size";"Pixel Shuffle"->"3x3 Block Size";}"The Basic Algorithm"->"https://youtu.be/eMXuk97NeSI";"Padding"->"https://youtu.be/ph4LrdntONo";"Stride"->"https://youtu.be/3TdBtI9dh2I";"Groups, Depthwise, and Depthwise - Separable"->"https://youtu.be/vVaRhZXovbw";"Pixel Shuffle"->"https://youtu.be/FqRYbnKXjhE";"Creator"->"https://www.patreon.com/Animated_AI";"Creator"->"https://www.youtube.com/channel/UC5bSCGdcE9x9ffqqgJlGp5Q";}
NASA just sent a software update to a spacecraft 12B miles away	https://bgr.com/science/nasa-just-sent-a-software-update-to-a-spacecraft-12-billion-miles-away/	480	quyleanh	37995119	digraph NASA_Voyager{node[shape=box, style=filled]; NASA[label="NASA", fillcolor="lightblue"];Voyager_1[label="Voyager 1", fillcolor="lightgreen"];Voyager_2[label="Voyager 2", fillcolor="lightgreen"];Earth[label="Earth", fillcolor="lightgray"];Interstellar_Space[label="Interstellar Space", fillcolor="lightyellow"];Software_Update[label="Software Update", fillcolor="orange"]; NASA->Voyager_1[label="Launched", dir=both];NASA->Voyager_2[label="Launched", dir=both];Voyager_1->Earth[label="12 billion miles away", dir=both, style=dashed];Voyager_2->Earth[label="12 billion miles away", dir=both, style=dashed];Voyager_1->Interstellar_Space[label="Travelling through", dir=both];Voyager_2->Interstellar_Space[label="Travelling through", dir=both];NASA->Software_Update[label="Sent", dir=forward];Software_Update->Voyager_2[label="Received", dir=forward];}
Halfsies	https://brilliant.org/challenges/halfsies/	378	hysan	38000551	digraph{"Brilliant"->"Cookies"[label="Uses"];"Cookies"->"Improve user experience"[label="For"];"Cookies"->"Cookie policy and settings"[label="Related to"];}
The risk of RISC-V: What's going on at SiFive?	https://morethanmoore.substack.com/p/the-risk-of-risc-v-whats-going-on	357	klelatti	37996295	digraph{"The Risk of RISC-V: What's Going on at SiFive?"->"Updated 10/25";"The Risk of RISC-V: What's Going on at SiFive?"->"Dr. Ian Cutress";"The Risk of RISC-V: What's Going on at SiFive?"->"Original article";"The Risk of RISC-V: What's Going on at SiFive?"->"This post is for paid subscribers";"This post is for paid subscribers"->"Subscribe";"This post is for paid subscribers"->"Already a paid subscriber? Sign in";"Original article"->"Reports from multiple sources";"Original article"->"SiFive (major torch bearer of RISC-V)";"SiFive (major torch bearer of RISC-V)"->"Major changes";"The Risk of RISC-V: What's Going on at SiFive?"->"Share";"Share"->"Copy link";"Share"->"Facebook";"Share"->"Email";"Share"->"Notes";"Share"->"More";}
1Password detects "suspicious activity" in its internal Okta account	https://arstechnica.com/security/2023/10/1password-detects-suspicious-activity-in-its-internal-okta-account/	314	simonpure	37993702	digraph{"1Password"->"Okta"[label="detects suspicious activity in internal account"];"1Password"->"User Data"[label="no compromise of"];"1Password"->"Sensitive Systems"[label="no compromise of"];"Okta"->"Customer Support Management System"[label="breach in"];"Threat Actor"->"Okta Customer Support Case Management System"[label="gained unauthorized access"];"Threat Actor"->"1Password Okta Tenant"[label="accessed"];"1Password IT Team"->"Security Response Team"[label="alerted after suspicious access"];}
Unified versus Split Diff	https://matklad.github.io/2023/10/23/unified-vs-split-diff.html	277	ingve	37995155	digraph{rankdir=TB;node[shape=box];"Unified Diff"->"Simple & Small Changes: Good"[label="For"];"Split Diff"->"Simple & Small Changes: Good"[label="For"];"Unified Diff"->"Large Changes: Not Ideal"[label="For"];"Split Diff"->"Large Changes: Not Ideal"[label="For"];"Ideal Diff View"->"Large Changes: Preferred"[label="For"];"Ideal Diff View"->"Low - Tech Workflow"[label="Requires"];"Low - Tech Workflow"->"gpr script"[label="Uses"];"gpr script"->"git commands"[label="Executes"];}
Covid's damage lingers in the heart	https://magazine.hms.harvard.edu/articles/covids-damage-lingers-heart	259	belltaco	37999349	digraph COVID_Cardiovascular_Effects{rankdir=TB;node[shape=box, style=filled, fillcolor=lightblue];COVID19[label="COVID-19 Pandemic", fillcolor=lightyellow];HeartIssues[label="Cardiovascular Issues", fillcolor=lightgreen];Symptoms[label="Symptoms", fillcolor=lightgreen];RiskFactors[label="Underlying Risk Factors", fillcolor=lightgreen];Myocarditis[label="Myocarditis", fillcolor=lightgreen];POTS[label="Postural Orthostatic Tachycardia Syndrome (POTS)", fillcolor=lightgreen];Treatments[label="Treatments for Long COVID", fillcolor=lightgreen];Research[label="Ongoing Research", fillcolor=lightgreen];COVID19->HeartIssues;HeartIssues->Symptoms;HeartIssues->RiskFactors;HeartIssues->Myocarditis;HeartIssues->POTS;HeartIssues->Treatments;HeartIssues->Research;Symptoms->{"Abnormal Heartbeats" "Dizziness" "Shortness of Breath"};RiskFactors->{"Coronary Artery Disease" "Hypertension" "Diabetes" "Obesity"};Myocarditis->{"Chest Pain" "Racing Heart" "Shortness of Breath"};POTS->{"Fast Heart Rate" "Dizziness" "Fatigue" "Fainting"};Treatments->{"Light Exercise" "Structured Endurance Training" "Anticytokines"};Research->{"Pathophysiology Understanding" "Long COVID Studies" "Improved Treatments"};label="Impact of COVID-19 on Cardiovascular Health";fontsize=20;}
Meta sued by states over harmful youth marketing	https://www.bloomberg.com/news/articles/2023-10-24/meta-sued-by-california-states-over-harmful-youth-marketing	249	coloneltcb	38000843	digraph lawsuit{rankdir=LR;node[shape=box, style="rounded,filled", fillcolor=lightblue, fontname="Arial"];edge[fontname="Arial"];Meta[label="Meta (Facebook\n& Instagram)"];Youth[label="Youth Users"];Harm[label="Harmful Content\n& Exploitation"];Profit[label="Profit"];States[label="California & \n>30 States"];Lawsuit[label="Lawsuit\n(Oakland, CA)"];Meta->Profit[label="Seeks"];Meta->Harm[label="Provides"];Harm->Youth[label="Affects"];Youth->Meta[label="Use"];States->Lawsuit[label="Filed"];Lawsuit->Meta[label="Against"];}
