title	url	points	by	hnId	dot
I Am Tired of AI	https://www.ontestautomation.com/i-am-tired-of-ai/	979	Liriel	41667652	digraph AI_Frustrations{rankdir=TB;node[shape=box, style=rounded, fontsize=12, fontname="Helvetica"];main_idea[label="Frustration with AI\nin Various Fields", shape=ellipse, style=filled, fillcolor=lightblue];testing_node[label="AI in Software Testing", fillcolor=lightgray];conference_node[label="AI in Conferences", fillcolor=lightgray];human_node[label="AI as a Human Being", fillcolor=lightgray];overall_concerns_node[label="Overall Concerns about AI", fillcolor=lightgray];testing_details[label="AI-powered tools often lack quality.\nFaster results, not necessarily better results.\nNo replacement for human expertise.", shape=box];conference_details[label="Proposals often AI-generated.\nLack of originality & personal effort.\nRisk of replacing human input.", shape=box];human_details[label="AI-generated content lacks emotional depth.\nAI can't replicate human creativity.\nGrowing concern over AI-driven automation.", shape=box];concerns_details[label="AI's environmental impact.\nUnrealistic expectations & ROI concerns.\nFear of AI replacing jobs.", shape=box];main_idea->testing_node;main_idea->conference_node;main_idea->human_node;main_idea->overall_concerns_node;testing_node->testing_details;conference_node->conference_details;human_node->human_details;overall_concerns_node->concerns_details;final_thought[label="AI can be beneficial in some areas\n(e.g., disease detection), but not in everything.\nOveruse and blind application is problematic.", shape=box, style=dashed];main_idea->final_thought;}
Fraud, so much fraud	https://www.science.org/content/blog-post/fraud-so-much-fraud	805	nabla9	41672599	digraph G{rankdir="TB";node[shape=box, style=filled, color="#4CAF50", fontcolor=white, fontname="Arial"];edge[color="#3F51B5"];"User"->"www.science.org"[label="Accesses"];"www.science.org"->"Security Verification"[label="Needs to Review"];"Security Verification"->"User"[label="Completed"];"Security Verification"->"Connection"[label="Before Proceeding"];"Connection"->"www.science.org"[label="Proceeds"];}
CNN and USA Today have fake websites, I believe Forbes Marketplace runs them	https://larslofgren.com/cnn-usa-today-forbes-marketplace/	622	greg_V	41670210	digraph G{rankdir="TB";node[shape=box, style=filled, color=lightblue];subgraph cluster_marketplace{label="Marketplace";marketplace[label="Marketplace", fillcolor=lightcoral];}subgraph cluster_forbes{label="Forbes.com";forbes[label="Affiliate Content"];}subgraph cluster_cnn{label="CNN";cnn[label="CNN Underscored", fillcolor=lightyellow];cnn_money[label="CNN Underscored Money", fillcolor=lightyellow];}subgraph cluster_usa_today{label="USA Today";usa_today[label="USA Today Blueprint", fillcolor=lightyellow];}marketplace->forbes[label="Agreements"];marketplace->cnn[label="Agreements"];marketplace->usa_today[label="Agreements"];cnn->cnn_money[label="Sub-section"];cnn_money->marketplace[dir=back, label="Operated by"];usa_today->marketplace[dir=back, label="Operated by"];parasite_seo[label="Parasite SEO", shape=ellipse, fillcolor=lightpink];marketplace->parasite_seo[label="Potential Practice"];subgraph cluster_evidence{label="Evidence of Separation & Coordination";evidence[label="Differences in Navigation, Source Code, Privacy Policies, Staff Bios", shape=note, fillcolor=lightgreen];}evidence->cnn_money[label="Discovered"];evidence->usa_today[label="Discovered"];secret_operation[label="Extreme Efforts to Hide Everything", shape=diamond, fillcolor=lightsalmon];secret_operation->marketplace[label="Undertaken by"];}
TSMC execs allegedly dismissed OpenAI CEO Sam Altman as 'podcasting bro'	https://www.tomshardware.com/tech-industry/tsmc-execs-allegedly-dismissed-openai-ceo-sam-altman-as-podcasting-bro	452	WithinReason	41668824	digraph G{rankdir=TB;node[shape=box, style=filled, color="#4CAF50", fontcolor=white, fontname="Arial"];edge[color="#3F51B5"];"Sam Altman"[label="Sam Altman\nOpenAI CEO", color="#FF5722"];"TSMC Execs"[label="TSMC Execs", color="#FF9800"];"Podcasting Bro"[label="Dismissed as\n'Podcasting Bro'", color="#FFC107"];"Absurd Request"[label="Made Absurd\nRequest for 36 Fabs\nfor $7 Trillion", color="#FFEB3B"];"Reaction"[label="TSMC Execs\nFound Ideas Absurd", color="#FFEB3B"];"Altman's Plan"[label="Altman's Grand\nAI Expansion Plan", color="#8BC34A"];"AI Ambition"[label="AI Ambition\nvs. Rejection", color="#4CAF50"];"Sam Altman"->"Absurd Request";"Absurd Request"->"TSMC Execs";"TSMC Execs"->"Podcasting Bro";"TSMC Execs"->"Reaction";"Altman's Plan"->"AI Ambition";"AI Ambition"->"Reaction";}
Maggie Smith has died	https://variety.com/2024/legit/news/maggie-smith-dead-harry-potter-1236157839/	356	asix66	41670429	digraph MaggieSmith{node[shape=box, style=filled, color=lightblue]; A[label="Maggie Smith (1934-2024)\n'Harry Potter' and 'Downton Abbey' Actor\nDied at 89" shape=ellipse color=lightgoldenrod];B[label="Notable Works"];C[label="Harry Potter\n(Professor Minerva McGonagall)"];D[label="Downton Abbey\n(Dowager Countess)"];E[label="The Prime of Miss Jean Brodie\n(Oscar Winner)"];F[label="Gosford Park"];G[label="The Best Exotic Marigold Hotel"]; H[label="Awards"];I[label="2 Oscars"];J[label="3 Emmys"];K[label="Numerous Stage Awards"];L[label="Family"];M[label="Sons: Toby Stephens, Chris Larkin"];N[label="5 Grandchildren"];A->B;B->C;B->D;B->E;B->F;B->G; A->H;H->I;H->J;H->K;A->L;L->M;L->N;O[label="Passed away peacefully on September 27, 2024\nSurvived by family and friends" shape=note];A->O;}
The best $4 ever spent	https://papanotes.com/the-best-4-ever-spent	322	pmzy	41671145	digraph G{rankdir=TB;node[shape=box, style=rounded, fontname="Helvetica", fontsize=14];edge[fontname="Helvetica", fontsize=12];Excitement[label="Kids' Excitement", fillcolor=lightblue, style=filled];Gifts[label="Gifts", shape=oval, fillcolor=lightpink, style=filled];Wrapping_Paper[label="Wrapping Paper", shape=oval, fillcolor=lightpink, style=filled];Car_Workshop[label="Car Workshop", shape=oval, fillcolor=lightpink, style=filled];Bus_Ride[label="Bus Ride", shape=oval, fillcolor=lightpink, style=filled];Excitement->Gifts[label="Expected"];Gifts->Wrapping_Paper[label="Unexpected Choice"];Excitement->Car_Workshop[label="Unexpected Fun"];Car_Workshop->Bus_Ride[label="Unexpected Delight"];{rank=same;Gifts Wrapping_Paper}{rank=same;Car_Workshop Bus_Ride}}
It's hard to write code for computers, but it's harder to write code for humans	https://erikbern.com/2024/09/27/its-hard-to-write-code-for-humans.html	319	imartin2k	41668304	digraph G{rankdir=LR;node[shape=rectangle, style=filled, fillcolor="lightblue2", width=3];"Programming Challenges"[label="Programming for Computers vs Humans"];"Breaking Down Complexity"[label="Breaking Down Complexity"];"User-Centric Design"[label="User-Centric Design"];"Getting Started"[label="Getting Started Is the Product"];"Learning from Examples"[label="Humans Learn from Examples"];"Pit of Success"[label="Falling Into The Pit of Success"];"Avoid Overload"[label="Avoid Conceptual Overload"];"Duck Principle"[label="Conceptual Duck Principle"];"Programmability"[label="Promote Programmability"];"Judicious Defaults"[label="Be Judicious with Magic and Defaults"];"Challenges"[label="Challenges in Coding for Humans"];"Survivorship Bias"[image="https://erikbern.com/assets/dev-tools/survivorship-bias.png", label="", shape=plaintext];"Kubernetes Example"[image="https://erikbern.com/assets/dev-tools/kubernetes.png", label="", shape=plaintext];"Databricks Terraform"[image="https://erikbern.com/assets/dev-tools/databricks-terraform.png", label="", shape=plaintext];"Duck Image"[image="https://erikbern.com/assets/dev-tools/duck.jpg", label="", shape=plaintext];"Programming Challenges"->{"Breaking Down Complexity" "User-Centric Design"};"User-Centric Design"->{"Getting Started" "Learning from Examples" "Pit of Success" "Avoid Overload" "Duck Principle" "Programmability" "Judicious Defaults"};"Getting Started"->"Survivorship Bias";"Avoid Overload"->{"Kubernetes Example" "Databricks Terraform"};"Duck Principle"->"Duck Image";"Additional Points"[label="Additional Points", shape=plaintext];"Additional Points"->{"Challenges" "Writing code for humans is challenging"};}
Sony, Ubisoft scandals lead to California ban on deceptive digital goods sales	https://arstechnica.com/tech-policy/2024/09/sony-ubisoft-scandals-prompt-calif-ban-on-deceptive-sales-of-digital-goods/	274	BuildWithMason	41665593	digraph G{rankdir=TB;node[shape=box, style=filled, color="#4e79a7", fontcolor=white, fontname="Arial"];edge[color="#f28e2c", penwidth=2];A[label="Sony Scandal", fillcolor="#e15759"];B[label="Ubisoft Scandal", fillcolor="#e15759"];C[label="Calif. Ban on Deceptive Sales", fillcolor="#59a14f"];D[label="Digital Goods", fillcolor="#b07aa1"];E[label="Consumer Protection", fillcolor="#76b7b2"];F[label="Temporary Licenses", fillcolor="#edc948"];G[label="Clear Disclosure Requirements", fillcolor="#af7aa1"];A->C[label="Prompts"];B->C[label="Prompts"];C->D[label="Applies to"];C->E[label="Enhances"];D->F[label="Often Involve"];C->G[label="Imposes"];}
Small3dlib: Public domain 3D software rasterizer	https://codeberg.org/drummyfish/small3dlib	215	flykespice	41665569	digraph Codeberg404{graph[rankdir=LR, bgcolor="#f3f4f7", fontname="Arial"];node[shape=rect, style=filled, color="#576574", fontcolor="#ffffff", fontname="Arial"];edge[color="#1e272e"]; Codeberg[label="Codeberg.org\nPage Not Found", shape=ellipse, color="#74b9ff", style=filled, fontsize=14]; explore[label="Explore"];about[label="About"];faq[label="FAQ"];donate[label="Donate"];help[label="Help"];register[label="Register"];sign_in[label="Sign In"]; status[label="404\nThe page you are trying to reach either does not exist or you are not authorized to view it."];forgejo[label="Forgejo version:\n 9.0.0-166-b8915785ca\n +gitea-1.22.0", shape=note, color="#dfe6e9"]; codeberg_services[label="Codeberg Services", shape=diamond, style=filled, color="#00cec9"];documentation[label="Documentation"];community_issues[label="Community Issues"];contributing[label="Contributing"];report_abuse[label="Report Abuse"]; association[label="Association Details", shape=diamond, style=filled, color="#00cec9"];who_are_we[label="Who are we?"];bylaws[label="Bylaws / Satzung"];join_support[label="Join / Support"];contact[label="Contact"]; service[label="Service", shape=diamond, style=filled, color="#00cec9"];pages[label="Codeberg Pages"];translation[label="Weblate Translations"];woodpecker[label="Woodpecker CI"];api[label="Forgejo API"];status_page[label="Status Page"]; legal[label="Legal", shape=diamond, style=filled, color="#00cec9"];imprint[label="Imprint / Impressum"];privacy_policy[label="Privacy Policy"];licenses[label="Licenses"];terms_of_use[label="Terms of Use"]; social[label="Social Links", shape=diamond, style=filled, color="#ffa502"];blog[label="Blog"];mastodon[label="Mastodon"];matrix_space[label="Matrix Space"];forgejo_powered[label="Powered by Forgejo"]; Codeberg->{explore about faq donate help register sign_in status forgejo}Codeberg->codeberg_services codeberg_services->{documentation community_issues contributing report_abuse}Codeberg->association association->{who_are_we bylaws join_support contact}Codeberg->service service->{pages translation woodpecker api status_page}Codeberg->legal legal->{imprint privacy_policy licenses terms_of_use}Codeberg->social social->{blog mastodon matrix_space forgejo_powered}}
CA law means stores can't say you're buying a game if you're merely licensing it	https://www.polygon.com/news/457071/new	212	sxp	41671838	digraph G{rankdir=TB;compound=true;node[shape=box, style=filled, color=lightblue];subgraph cluster_california{label="New California Law (AB 2426)";color=lightgrey;node[shape=ellipse, color=lightgrey];law[label="Targets Digital Goods Licensing"];}subgraph cluster_stores{label="Digital Stores";color=lightgrey;node[shape=ellipse, color=lightgrey];microsoft[label="Microsoft Store"];valve[label="Steam"];sony[label="PlayStation Store"];nintendo[label="eShop"];ubisoft[label="Ubisoft Store"];}subgraph cluster_actions{label="Actions";color=lightgrey;node[shape=ellipse, color=lightgrey];transparency[label="Forces Transparency"];fines[label="Fines for Non-Compliance"];}subgraph cluster_outcome{label="Outcome";color=lightgrey;node[shape=ellipse, color=lightgrey];clarity[label="Clarity for Consumers"];}law->{microsoft, valve, sony, nintendo, ubisoft}[ltail=cluster_california, lhead=cluster_stores];{microsoft, valve, sony, nintendo, ubisoft}->transparency[ltail=cluster_stores, lhead=cluster_actions];transparency->clarity[ltail=cluster_actions, lhead=cluster_outcome];non_compliance[label="Non-Compliance", shape=box, style=filled, color=red];law->non_compliance[ltail=cluster_california];non_compliance->fines[ltail=cluster_stores];}
