title	url	points	by	hnId	dot
The first room-temperature ambient-pressure superconductor?	https://arxiv.org/abs/2307.12008	868	Akronymus	36864624	digraph{"Change to arXiv's privacy policy"->"Use of arXiv.org implies agreement";"Use of arXiv.org implies agreement"->"Paper on Room - Temperature Superconductor";"Paper on Room - Temperature Superconductor"->"Synthesis of LK - 99";"Synthesis of LK - 99"->"Proof of superconductivity";"Proof of superconductivity"->"Origin of superconductivity";"Origin of superconductivity"->"Structural distortion";"Structural distortion"->"Heat capacity results";"Heat capacity results"->"Unique structure of LK - 99";"Unique structure of LK - 99"->"Superconductivity at room temp and ambient pressure";}
Mozilla Standards Positions Opposes Web Integrity API	https://github.com/mozilla/standards-positions/issues/852	823	danShumway	36857032	digraph WebEnvironmentIntegrityAPI{graph[rankdir=TB, fontsize=10, fontname="Arial", dpi=300];node[shape=rect, style="rounded, filled", fillcolor="#f9f9f9", fontname="Arial", fontsize=10];edge[fontname="Arial", fontsize=9];MainTopic[label="Web Environment Integrity API Proposal\nRequest for Position", shape=ellipse, style="filled", fillcolor="#d9edf7", fontcolor="#31708f"];Mozilla[label="Mozilla\n(Against Proposal)", fillcolor="#f2dede", fontcolor="#a94442"];Google[label="Google\n(Proposing API)", fillcolor="#dff0d8", fontcolor="#3c763d"];Community[label="Community Opinions", shape=folder, fillcolor="#fcf8e3", fontcolor="#8a6d3b"];Standards[label="Web Standards & Principles", fillcolor="#f5f5f5", fontcolor="#333"];MainTopic->Mozilla[label="Objection due to\nprinciples & vision"];MainTopic->Google[label="Proposal for 'Integrity'\nand 'User Security'"];MainTopic->Community[label="Mixed Reactions"];Mozilla->Standards[label="Supports open Web principles\nand user choice"];Standards[label="Open Web Principles:\n- Vendor-neutral\n- Accessibility\n- Broad inclusivity"];CommunityPositive[label="Positive:\n- Supports fraud detection\n- Potential for marketing", fillcolor="#dff0d8", fontcolor="#3c763d"];CommunityNegative[label="Negative:\n- Restricts user freedom\n- Vague specification\n- Harms accessibility", fillcolor="#f2dede", fontcolor="#a94442"];Community->CommunityPositive;Community->CommunityNegative;PositiveSupport[label="Minority:\n- Suggests potential\nbenefits for browsers", fillcolor="#dff0d8", fontcolor="#3c763d"];NegativeSupport[label="Majority:\n- Opposes due to\nuser restrictions\n- Concerns over\nmonopolization", fillcolor="#f2dede", fontcolor="#a94442"];CommunityPositive->PositiveSupport;CommunityNegative->NegativeSupport;MozillaConcerns[label="Mozilla's Concerns:\n- Harms Web openness\n- Obstructs tools like\nassistive tech and bots\n- Ineffective safeguards", fillcolor="#f9f9f9", fontcolor="#333"];Mozilla->MozillaConcerns;LockedConversation[label="Locked Conversation:\nLimited to collaborators\n(Off-topic)", shape=note, fillcolor="#fcf8e3", fontcolor="#8a6d3b"];Community->LockedConversation[style=dashed, color="#8a6d3b"];}
Got called to a professor’s office after a complaint his SPARC4 was running slow	https://infosec.exchange/@paco/110772422266480371	800	luu	36857314	digraph Mastodon{rankdir=LR;main[label="Mastodon is the best way to keep up with what's happening."];follow[label="Follow anyone across the fediverse and see it all in chronological order."];no_algorithms[label="No algorithms, ads, or clickbait in sight."];create_account[label="Create account", URL="https://infosec.exchange/auth/sign_up"];login[label="Login", URL="https://infosec.exchange/auth/sign_in"];main->follow;main->no_algorithms;main->create_account;main->login;}
Apple already shipped attestation on the web, and we barely noticed	https://httptoolkit.com/blog/apple-private-access-tokens-attestation/	482	pimterry	36862494	digraph WebAttestation{rankdir=TB;node[shape=rectangle, style=filled, fillcolor=lightgrey];subgraph cluster_0{label="Web Environment Integrity Proposal";Google[label="Google's Proposal\n(Web Environment Integrity)"];Chromium[label="Prototyped in Chromium"];Google->Chromium[style=dashed];}subgraph cluster_1{label="Private Access Tokens";Apple[label="Apple's System"];MacOS[label="Integrated into MacOS 13, iOS 16 & Safari"];Apple->MacOS[style=dashed];}WebAttestation[label="Web Attestation Concerns", shape=ellipse, fillcolor=lightblue];AttestationIssues[label="Issues with Attestation"];MarketImpact[label="Market Impact\n(Safari vs Chrome)"];InnovationBlock[label="Blocks Competition & Innovation"];UserControl[label="Restricts User Control"];DangerousDoors[label="Opens Dangerous Doors"];WebAttestation->Google;WebAttestation->Apple;WebAttestation->AttestationIssues;WebAttestation->MarketImpact;AttestationIssues->InnovationBlock;AttestationIssues->UserControl;AttestationIssues->DangerousDoors;FraudPrevention[label="Fraud & Bots Prevention"];AntiFraudGroup[label="Anti-Fraud Community Group\n(Alternative Proposals)"];Balance[label="Balance with Open Web Health"];FraudPrevention->AntiFraudGroup;FraudPrevention->Balance;}
At this company, we are family	https://pboyd.io/posts/at-company-we-are-family/	474	dharmit	36864476	digraph Undefined{rankdir=TB;node[shape=ellipse, style=filled, color=lightblue, fontname="Arial", fontsize=12];Undefined_Concept[label="Undefined\nConcept"];Possible_Idea_1[label="Possible\nIdea 1"];Possible_Idea_2[label="Possible\nIdea 2"];Connection[label="Connection\nor\nRelationship"];Outcome[label="Potential\nOutcome"];Undefined_Concept->Possible_Idea_1;Undefined_Concept->Possible_Idea_2;Possible_Idea_1->Connection;Possible_Idea_2->Connection;Connection->Outcome;}
Show HN: Invoice Dragon – An open source app to create PDF invoices	https://invoicedragon.com/	446	lanijuyi	36860898	digraph{"Invoice Dragon"->"Create PDF Invoices and Receipts for Free";"Invoice Dragon"->"A fast and convenient solution for effortlessly creating Invoices and Receipts";"Invoice Dragon"->"Absolutely Free";"Invoice Dragon"->"GET STARTED";"Invoice Dragon"->"Made by Lani";"Create PDF Invoices and Receipts for Free"->"https://invoicedragon.com/_next/static/media/logo.a2a4806f.svg";"Create PDF Invoices and Receipts for Free"->"https://github.com/LaniJ/Invoice-Receipt-Generator";"Made by Lani"->"https://new-portfolio-lani.vercel.app/";"GET STARTED"->"https://invoicedragon.com/templates";}
OpenAI shuts down its AI Classifier due to poor accuracy	https://decrypt.co/149826/openai-quietly-shutters-its-ai-detection-tool	373	cbowal	36862850	digraph{subgraph cluster_OpenAI{label="OpenAI" "AI Detection Tool"[shape=box, style=filled, fillcolor=lightblue]"Low Accuracy"[shape=diamond, style=filled, fillcolor=lightyellow]"AI Detection Tool"->"Low Accuracy"[label="Causes"]}subgraph cluster_Education{label="Education" "Educators"[shape=box, style=filled, fillcolor=lightgreen]"Interest in AI Detection"[shape=diamond, style=filled, fillcolor=lightyellow]"Educators"->"Interest in AI Detection"[label="Has"]}"Low Accuracy"->"Interest in AI Detection"[label="Affects"]subgraph cluster_Decrypt{label="Decrypt" "Report"[shape=box, style=filled, fillcolor=pink]"OpenAI"->"Report"[label="Subject of"]}}
Remote work on HN: Who is hiring? – 69% jobs in 2023 are remote	https://blog.spatial.chat/tracking-hackernews-shifting-preferences-for-remote-jobs-over-5-years/	338	zkid18	36863280	digraph MainIdea{rankdir=TB;node[shape=ellipse, style=filled, color="#f0f8ff", fontname="Arial", fontsize=14];edge[color="#4682b4", arrowhead="open", arrowsize=0.8];MainIdea[label="Main Idea", shape=oval, style=filled, fillcolor="#add8e6", fontsize=16];SubIdea1[label="Sub Idea 1", fillcolor="#e6f7ff"];SubIdea2[label="Sub Idea 2", fillcolor="#e6f7ff"];SubIdea3[label="Sub Idea 3", fillcolor="#e6f7ff"];MainIdea->SubIdea1;MainIdea->SubIdea2;MainIdea->SubIdea3;SubDetail1[label="Detail 1", fillcolor="#ffffff", shape=rect];SubDetail2[label="Detail 2", fillcolor="#ffffff", shape=rect];SubIdea1->SubDetail1;SubIdea2->SubDetail2;}
A forthcoming collapse of the Atlantic meridional overturning circulation	https://www.nature.com/articles/s41467-023-39810-w	333	wawayanda	36864319	digraph AMOC_Collapse{graph[rankdir=TB, fontname="Arial", fontsize=12, style="filled", bgcolor="#f3f4f6"];node[shape=box, style="rounded,filled", color="#ffffff", fontname="Arial", fontsize=10, fillcolor="#e8f0fa"];edge[color="#5b9bd5", fontname="Arial", fontsize=10];subgraph cluster_0{label="AMOC Collapse Overview";style=filled;color="#d9eaf7";node[fillcolor="#ffffff"]; tipping_elements[label="Tipping Elements in Earth's Climate System"];abrupt_fluctuations[label="Abrupt Climate Fluctuations (Dansgaard-Oeschger Events)"];hysteresis_behavior[label="Hysteresis Behavior of AMOC"];early_warning_signals[label="Early-Warning Signals (EWS)"];monitoring[label="Monitoring and Observations"];modeling[label="Modeling and Predictions"];}tipping_elements->abrupt_fluctuations[label="Linked to"];abrupt_fluctuations->hysteresis_behavior[label="Influences"];hysteresis_behavior->early_warning_signals[label="Predicts"];early_warning_signals->monitoring[label="Guides"];modeling->early_warning_signals[label="Supports"];monitoring->modeling[label="Informs"];subgraph cluster_1{label="Key Factors";style=filled;color="#e8f5e9";node[fillcolor="#ffffff"];freshwater_input[label="Freshwater Input into North Atlantic"];salinity_impact[label="Salinity and Glacial Runoff"];CO2_emissions[label="CO2 Emission Trends"];global_warming[label="Global Warming Effects"];time_scales[label="Time Scales of Transition"];}freshwater_input->salinity_impact[label="Affects"];salinity_impact->CO2_emissions[label="Amplifies"];CO2_emissions->global_warming[label="Drives"];global_warming->time_scales[label="Influences"];time_scales->hysteresis_behavior[label="Modulates"];early_warning_signals->time_scales[label="Analyzes"];subgraph cluster_2{label="Monitoring Techniques";style=filled;color="#eaf3f9";node[fillcolor="#ffffff"]; SST_fingerprint[label="Sea Surface Temperature (SST) Fingerprint"];direct_measurements[label="Direct Measurements"];satellite_observations[label="Satellite Observations"];modeling_scenarios[label="Modeling Scenarios"];}monitoring->SST_fingerprint[label="Uses"];SST_fingerprint->satellite_observations[label="Backed by"];direct_measurements->monitoring[label="Supports"];modeling_scenarios->monitoring[label="Simulates"];modeling_scenarios->modeling[label="Enhances"];}
What we know about LLMs	https://willthompson.name/what-we-know-about-llms-primer	314	wilhelm____	36860992	digraph LLM_Primer{graph[rankdir=TB, fontname="Arial", fontsize=12];node[shape=box, style=rounded, fontname="Arial", fontsize=10, width=2, height=0.5];edge[fontname="Arial", fontsize=10];Intro[label="Intro\nCrypto VCs shift to AI\nAI Summer: amazing yet terrifying\nLLMs' potential for wealth & disruption"];LLM[label="What We Mean by LLM\nTransformer architecture\nEncoder, Decoder, Encoder-Decoder Types"];Generalization[label="Generalization 🧠\nFew-shot learning\nCapacity to generalize tasks"];Power_Laws[label="Power Laws in Performance 🚨\nScaling laws predict performance\nBigger models, better benchmarks"];Research_Trends[label="Research Trends 📈\nLarger LLMs, faster mechanisms\nFine-tuning & quantization"];InstructGPT[label="InstructGPT 🤖\nInstruction Fine-Tuning (SFT)\nRLHF for alignment"];Steerability[label="Steerability ⛷️ & Alignment 🧘🏽‍♀️\nUser intent, values alignment\nReducing regurgitation & hallucinations"];Reasoning[label="LLMs as Reasoning Agents 🤔\nEmergent reasoning abilities\nPrompt engineering techniques"];Citation[label="Citation\nThompson, Will\n'What We Know About LLMs (Primer)'\n2023"];Intro->LLM[label="Defines LLM"];LLM->Generalization[label="Few-shot learning"];LLM->Power_Laws[label="Scaling behavior"];LLM->Research_Trends[label="Innovations in training"];Research_Trends->InstructGPT[label="Innovations lead to"];InstructGPT->Steerability[label="Improves alignment"];InstructGPT->Reasoning[label="Enables reasoning"];Steerability->Reasoning[label="User intent guides"];Reasoning->Citation[label="Referenced in research"];subgraph cluster_0{label="What We Know About LLMs (Primer)";style=dotted;color=gray;Intro;LLM;Generalization;Power_Laws;Research_Trends;InstructGPT;Steerability;Reasoning;}}
