title	url	points	by	hnId	dot
Moments in Chromecast's history	https://blog.google/products/google-nest/chromecast-history/	552	sibellavia	41171060	digraph Chromecast_Evolution{rankdir=LR;node[shape=box, style="rounded", fontname="Arial", fontsize="10"];edge[fontname="Arial", fontsize="8"];chromecast[label="Chromecast\n(2013-2024)", color="blue"];googleTVStreamer[label="Google TV Streamer\n(2024)", color="green"];androidTV[label="Android TV", color="orange"];smartTVs[label="Smart TVs", color="purple"];chromecast2013[label="Chromecast 1st Gen", style="filled", fillcolor="#FFD700"];chromecast2015[label="Chromecast 2nd Gen", style="filled", fillcolor="#FFD700"];chromecastAudio[label="Chromecast Audio", style="filled", fillcolor="#FFD700"];chromecastUltra[label="Chromecast Ultra", style="filled", fillcolor="#FFD700"];chromecast2018[label="Chromecast 3rd Gen", style="filled", fillcolor="#FFD700"];chromecastGoogleTV[label="Chromecast w/ Google TV", style="filled", fillcolor="#FFD700"];chromecastGoogleTVHD[label="Chromecast HD w/ Google TV", style="filled", fillcolor="#FFD700"];chromecast->googleTVStreamer[label=" Evolves into "];chromecast->androidTV[label=" Leads to "];androidTV->smartTVs[label=" Embeds in "];chromecast->{chromecast2013, chromecast2015, chromecastAudio, chromecastUltra, chromecast2018, chromecastGoogleTV, chromecastGoogleTVHD}[style=invis];{rank=same;chromecast2013->chromecast2015->chromecastAudio->chromecastUltra->chromecast2018->chromecastGoogleTV->chromecastGoogleTVHD[style=invis];}note[label="Over 100 million devices sold", shape=note, fontsize="8"];chromecast->note;legend[label="Legend\nBlue: Chromecast\nGreen: Google TV Streamer\nOrange: Android TV\nPurple: Smart TVs\nYellow: Product Evolution", shape="rectangle", color="black", fontname="Arial", fontsize="8"];}
No Salt	https://jakeseliger.com/2024/08/05/no-salt/	483	jdkee	41167467	digraph G{rankdir=LR;node[shape=box, style="rounded,filled", fillcolor=lightblue];edge[color=blue];Jake[label="Jake", fillcolor=lightpink];Sam[label="Sam", fillcolor=lightgreen];Bess[label="Bess", fillcolor=lightyellow];Illness[label="Cancer Diagnosis"];Relationship[label="Strained Relationship"];Cooking[label="Shared Love for Cooking"];Psychedelics[label="Psychedelics"];FuneralHome[label="Funeral Home Search"];End[label="Jake's Final Days", fillcolor=lightsalmon];Jake->Illness[label="Diagnosed with"];Illness->End[label="Leads to"];Jake->Relationship[label="With Sam"];Sam->Relationship[label="With Jake"];Jake->Cooking[label="Passionate about"];Sam->Cooking[label="Shared interest"];Jake->Psychedelics[label="Exploration"];Sam->Psychedelics[label="Exploration"];Sam->FuneralHome[label="Researching"];FuneralHome->End[label="Preparation for"];End->Bess[label="Caring for"];Bess->End[label="Affected by"];End->"No Salt"[label="Symbolizes end", color=red];"No Salt"[shape=oval, fillcolor=lightgrey];subgraph cluster_relationship{label="Brothers' Relationship";style=filled;color=lightgrey;Relationship;Cooking;Psychedelics;}subgraph cluster_end{label="End of Life";style=filled;color=lightgrey;Illness;FuneralHome;End;"No Salt";}}
Structured Outputs in the API	https://openai.com/index/introducing-structured-outputs-in-the-api/	425	davidbarker	41173223	digraph WebInteraction{rankdir=LR;node[shape=box, style="rounded,filled", fillcolor="#E6E6FA"];edge[color="#8A2BE2"];User[label="User", fillcolor="#ADD8E6"];Browser[label="Browser"];Server[label="Server", fillcolor="#FFB6C1"];Cookies[label="Cookies Enabled?", shape=diamond, fillcolor="#FFD700"];User->Browser[label=" Navigates to openai.com"];Browser->Cookies[label="Check Status"];Cookies->Server[label="Yes", color="green"];Cookies->Browser[label="No", color="red", style=dashed, constraint=false];Server->Browser[label="Response"];Browser->User[label="Page Load"];{rank=same;Browser Cookies}}
Parody site ClownStrike refused to bow to CrowdStrike's bogus DMCA takedown	https://arstechnica.com/tech-policy/2024/08/parody-site-clownstrike-refused-to-bow-to-crowdstrikes-bogus-dmca-takedown/	394	stalfosknight	41173486	digraph ClownStrike{rankdir=LR;node[shape=box, style=filled, color=lightblue];edge[color=grey];CrowdStrike[label="CrowdStrike\n(IT Security Firm)", fillcolor="#FFD700"];ClownStrike[label="ClownStrike\n(Parody Site)", fillcolor="#FFB347"];DMCA[label="DMCA Takedown\nNotice", fillcolor="#FF6347"];Cloudflare[label="Cloudflare\n(Hosting Provider)", fillcolor="#87CEEB"];Hetzner[label="Hetzner\n(New Hosting)", fillcolor="#87CEEB"];Parody[label="Parody & Fair Use\nDefense", fillcolor="#90EE90"];Public[label="Public Reaction", fillcolor="#FFA07A"];Legal[label="Legal Perspective", fillcolor="#98FB98"];Criticism[label="Criticism of\nCorporate Actions", fillcolor="#FFA07A"]; CrowdStrike->ClownStrike[label="Causes Outage"];ClownStrike->DMCA[label="Receives"];DMCA->Cloudflare[label="Sent by"];Cloudflare->ClownStrike[label="Takedown Request"];ClownStrike->Hetzner[label="Moves to"];ClownStrike->Parody[label="Claims"];Parody->DMCA[label="Fair Use"];Cloudflare->Parody[label="Acknowledges"];CrowdStrike->Public[label="Responds"];Public->Criticism[label="Expresses"];Legal->CrowdStrike[label="Addresses Misuse"];Legal->Parody[label="Supports"];Criticism->CrowdStrike[label="Directed at"];Criticism->Cloudflare[label="Directed at"];}
OpenAI co-founder John Schulman says he will leave and join rival Anthropic	https://www.cnbc.com/2024/08/06/openai-co-founder-john-schulman-says-he-will-join-rival-anthropic.html	367	tzury	41168904	digraph G{rankdir=LR;node[shape=box, style=filled, color=lightblue];edge[color=lightgrey];"OpenAI"[fillcolor="#FFD700"];"Anthropic"[fillcolor="#4169E1"];"John Schulman"[fillcolor="#8FBC8F"];"Microsoft"[fillcolor="#98FB98"];"AI Safety"[fillcolor="#FF6347"];"Superalignment Team"[fillcolor="#FF6347"];"Safety and Security Committee"[fillcolor="#FF6347"];"OpenAI"->"John Schulman"[label="Co-founder"];"John Schulman"->"Anthropic"[label="Will Join"];"OpenAI"->"Microsoft"[label="Backed by"];"OpenAI"->"AI Safety"[label="Focus"];"John Schulman"->"AI Safety"[label="Interested in"];"Superalignment Team"->"OpenAI"[label="Was part of"];"Safety and Security Committee"->"OpenAI"[label="Advisory to"];"John Schulman"->"Safety and Security Committee"[label="Will join"];}
Twitter kills its San Francisco headquarters, will relocate to South Bay	https://sfstandard.com/2024/08/05/x-officially-kills-its-san-francisco-headquarters-will-relocate-workers-to-south-bay/	353	crhulls	41167561	digraph G{node[shape=box, style=filled, color=lightblue];rankdir=TB;X_HQ[label="X Headquarters", fillcolor="#ADD8E6"];San_Francisco[label="San Francisco", fillcolor="#FFB6C1"];South_Bay[label="South Bay", fillcolor="#98FB98"]; SF_Office[label="Mid-Market Office", fillcolor="#FFB6C1"];Employees[label="Employees", fillcolor="#FFD700"];Palo_Alto[label="Palo Alto", fillcolor="#98FB98"];San_Jose[label="San Jose", fillcolor="#98FB98"];xAI[label="xAI", fillcolor="#FF6347"]; X_HQ->San_Francisco[label=" Closure"];X_HQ->South_Bay[label=" Relocation"];San_Francisco->SF_Office[label=" Location"];SF_Office->Employees[label=" Affected"];South_Bay->Palo_Alto[label=" Engineering"];South_Bay->San_Jose[label=" Other Teams"];Palo_Alto->xAI[label=" Shared Office"];Yaccarino[label="Linda Yaccarino", shape=ellipse, fillcolor="#FFA07A"];Elon_Musk[label="Elon Musk", shape=ellipse, fillcolor="#FFA07A"];X_HQ->Yaccarino[label="Announced by"];X_HQ->Elon_Musk[label="Owned by"];{rank=same;San_Francisco SF_Office}{rank=same;South_Bay Palo_Alto San_Jose}edge[style=dashed, color="gray"];}
The Soul of Maintaining a New Machine	https://books.worksinprogress.co/book/maintenance-of-everything/communities-of-practice/the-soul-of-maintaining-a-new-machine/1	262	wyndham	41167615	digraph G{rankdir=LR;node[shape=box, style=filled, color=lightblue];Technicians[label="Xerox Technicians"];Machines[label="Complex Photocopiers"];SocialKnowledge[label="Social Knowledge Sharing"];WarStories[label="War Stories"];Eureka[label="Eureka Project"];OrrStudy[label="Julian Orr's Study"];Misuse[label="Machine Misuse by Users"];DiagnosticNarrative[label="Diagnostic Narrative"];CommunityPractice[label="Community of Practice"];NetworkPractice[label="Network of Practice"];Technicians->Machines[label="Maintain"];Technicians->SocialKnowledge[label="Utilize"];SocialKnowledge->WarStories[label="Via"];WarStories->DiagnosticNarrative[label="Create"];OrrStudy->Technicians[label="Focused on"];OrrStudy->Eureka[label="Inspired"];Misuse->Machines[label="Affects"];Eureka->NetworkPractice[label="Facilitated"];CommunityPractice->Technicians[label="Formed by"];NetworkPractice->CommunityPractice[label="Evolved from"]; Xerox[label="Xerox Corporation"];Resistance[label="Corporate Resistance"];Success[label="Project Success"];Recognition[label="Peer Recognition"];CustomerService[label="Customer Service"]; Xerox->OrrStudy[label="Funded"];Xerox->Resistance[label="Exhibited"];Xerox->Eureka[label="Eventually Adopted"];Resistance->Eureka[label="Initially Blocked"];Eureka->Success[label="Lead to"];Technicians->Recognition[label="Sought"];Technicians->CustomerService[label="Improved"];CustomerService->Xerox[label="Viewed as cost center"];Success->Recognition[label="Increased"];}
Please do not attempt to simplify this code	https://github.com/kubernetes/kubernetes/blob/60c4c2b2521fb454ce69dee737e3eb91a25e0535/pkg/controller/volume/persistentvolume/pv_controller.go	238	whalesalad	41175586	digraph G{rankdir=TB;node[shape=box, style=filled, fillcolor="#d1e5f0", fontname="Arial", fontsize=12];edge[color="#000000", arrowhead=vee];"kubernetes/kubernetes"[label="kubernetes/kubernetes\nPublic Repository", fillcolor="#aec7e8"];"PersistentVolumeController"[label="PersistentVolumeController\npv_controller.go", fillcolor="#ffbb78"];"Navigation Menu"[label="Navigation Menu", fillcolor="#98df8a"];"Footer"[label="Footer", fillcolor="#ff9896"];"Navigation Menu"->"Product"[label="GitHub Features", fontcolor="#000000", arrowhead=none];"Navigation Menu"->"Solutions"[label="By Company Size, Use Case, Industry", fontcolor="#000000", arrowhead=none];"Navigation Menu"->"Resources"[label="Topics, Learning Pathways", fontcolor="#000000", arrowhead=none];"Navigation Menu"->"Open Source"[label="GitHub Sponsors, Repositories", fontcolor="#000000", arrowhead=none];"Navigation Menu"->"Enterprise"[label="Enterprise Platform, Add-ons", fontcolor="#000000", arrowhead=none];"Footer"->"Terms"[label="Terms of Service", fontcolor="#000000", arrowhead=none];"Footer"->"Privacy"[label="Privacy Statement", fontcolor="#000000", arrowhead=none];"Footer"->"Security"[label="GitHub Security", fontcolor="#000000", arrowhead=none];"Footer"->"Status"[label="System Status", fontcolor="#000000", arrowhead=none];"Footer"->"Docs"[label="Documentation", fontcolor="#000000", arrowhead=none];"Footer"->"Contact"[label="Support Contact", fontcolor="#000000", arrowhead=none];"kubernetes/kubernetes"->"PersistentVolumeController"[label="Contains", fontcolor="#000000"];"PersistentVolumeController"->"Navigation Menu"[label="Access via GitHub", fontcolor="#000000"];"Footer"->"PersistentVolumeController"[label="GitHub Repository Footer", fontcolor="#000000", arrowhead=none, dir=back];}
Show HN: 1-FPS encrypted screen sharing for introverts	https://1fps.video/	214	RomanPushkin	41173161	digraph G{node[shape=box, style="rounded,filled", fillcolor=lightblue];edge[color=blue];start[label="1fps.video - Encrypted Screen Sharing", fillcolor=lightgreen];quickStart[label="Quick Start"];why1FPS[label="Why 1 FPS?"];is1FPEnough[label="Is 1 FPS Enough?"];whyChoose[label="Why Choose Us?"];privacy[label="Privacy & Security"];aboutIdea[label="About the Idea"];start->quickStart;start->why1FPS;start->is1FPEnough;start->whyChoose;start->privacy;start->aboutIdea;quickStart->golang[label="Golang Installation"];golang->mac[label="Mac"];golang->linux[label="Linux"];golang->windows[label="Windows"];quickStart->run[label="Run Command"];run->clientApp[label="Open Source Client App"];why1FPS->benefits[label="Benefits"];benefits->meetingFree[label="Meeting-Free Culture"];benefits->lowResource[label="Low Resource Use"];benefits->envFriendly[label="Environmentally Friendly"];benefits->multiMonitor[label="Multi-Monitor Support"];benefits->adjustableQuality[label="Adjustable Image Quality"];benefits->intelligentCompare[label="Intelligent Screen Comparison"];is1FPEnough->coding[label="For Coding"];coding->cursorTracking[label="WebSocket Cursor Tracking"];whyChoose->introverts[label="For Introverts & Remote Workers"];whyChoose->versatile[label="Versatile with Any Chat App"];privacy->encryption[label="End-to-End Encryption"];encryption->keyGen[label="Client-side Key Generation"];encryption->keyInURL[label="Key in URL"];privacy->minimalData[label="Minimal Data Transmission"];aboutIdea->need[label="Growing Need"];need->longSessions[label="Long-Running Sessions"];need->linkSharing[label="Simple Link Sharing"];need->global[label="Global Streamlining"];need->advancedFeatures[label="Advanced Features"];{rank=same;mac linux windows}{rank=same;meetingFree lowResource envFriendly multiMonitor adjustableQuality intelligentCompare}{rank=same;keyGen keyInURL}{rank=same;longSessions linkSharing global advancedFeatures}}
X is closing San Francisco HQ and relocating staffers to San Jose	https://fortune.com/2024/08/05/x-closing-san-francisco-hq-relocating-staffers-san-jose-palo-alto-shared-space-with-x-ai-linda-yaccarino-leaked-email/	187	simonswords82	41168889	digraph X_Restructuring{rankdir=LR;node[fontname="Arial", fontsize=10, shape=box, style=filled, color="#D3D3D3"];edge[color="#808080"];X[label="X (Formerly Twitter)", fillcolor="#FFD700"];SanFrancisco[label="San Francisco HQ", fillcolor="#FF6347"];SanJose[label="San Jose Office", fillcolor="#98FB98"];PaloAlto[label="Palo Alto with x.AI", fillcolor="#87CEEB"];Texas[label="Texas", fillcolor="#DDA0DD"];X->SanFrancisco[label=" Closing"];X->SanJose[label=" Relocating"];X->PaloAlto[label=" Shared Space"];SanFrancisco->Texas[label=" Proposed Move by Musk", style=dashed];ElonMusk[label="Elon Musk", fillcolor="#FFA07A"];LindaYaccarino[label="Linda Yaccarino\n(X CEO)", fillcolor="#F0E68C"];Decision[label="Strategic Decision\nfor Long-term", fillcolor="#E6E6FA"];ElonMusk->X[label="Owner"];LindaYaccarino->X[label="CEO"];LindaYaccarino->Decision[label="Announcement"];Decision->SanJose;Decision->PaloAlto;ElonMusk->Texas[label="Announced Move", style=dashed];}
